시도교육청명,행정표준코드,학교명,학교과정명,분석단위ID,학교표시명,전체일수,방학일수,메인분석일수,휴업일수,수업일수,추론방학일수
강원특별자치도교육청,7004207,강원대학교사범대학부설고등학교,고등학교,K10_7004207_고등학교,강원대학교사범대학부설고등학교 (고등학교),365,73,292,102,190,0
강원특별자치도교육청,7004261,춘천교육대학교부설초등학교,초등학교,K10_7004261_초등학교,춘천교육대학교부설초등학교 (초등학교),365,79,286,96,190,0
강원특별자치도교육청,7801089,가곡고등학교,고등학교,K10_7801089_고등학교,가곡고등학교 (고등학교),365,79,286,97,189,0
강원특별자치도교육청,7801090,간동고등학교,고등학교,K10_7801090_고등학교,간동고등학교 (고등학교),365,76,289,99,190,0
강원특별자치도교육청,7801091,갑천고등학교,고등학교,K10_7801091_고등학교,갑천고등학교 (고등학교),365,54,311,122,189,0
강원특별자치도교육청,7801092,강릉고등학교,고등학교,K10_7801092_고등학교,강릉고등학교 (고등학교),365,74,291,102,189,0
강원특별자치도교육청,7801093,강릉명륜고등학교,고등학교,K10_7801093_고등학교,강릉명륜고등학교 (고등학교),365,75,290,100,190,0
강원특별자치도교육청,7801094,강릉문성고등학교,고등학교,K10_7801094_고등학교,강릉문성고등학교 (고등학교),365,54,311,121,190,0
강원특별자치도교육청,7801095,강릉여자고등학교,고등학교,K10_7801095_고등학교,강릉여자고등학교 (고등학교),365,77,288,99,189,0
강원특별자치도교육청,7801096,강릉정보공업고등학교,고등학교,K10_7801096_고등학교,강릉정보공업고등학교 (고등학교),365,54,311,122,189,0
강원특별자치도교육청,7801097,강릉제일고등학교,고등학교,K10_7801097_고등학교,강릉제일고등학교 (고등학교),365,69,296,107,189,0
강원특별자치도교육청,7801098,강릉제일고등학교부설방송통신고등학교,고등학교,K10_7801098_고등학교,강릉제일고등학교부설방송통신고등학교 (고등학교),365,0,365,195,170,0
강원특별자치도교육청,7801099,강릉중앙고등학교,고등학교,K10_7801099_고등학교,강릉중앙고등학교 (고등학교),365,81,284,96,188,0
강원특별자치도교육청,7801100,강원고등학교,고등학교,K10_7801100_고등학교,강원고등학교 (고등학교),365,54,311,123,188,0
강원특별자치도교육청,7801101,강원과학고등학교,고등학교,K10_7801101_고등학교,강원과학고등학교 (고등학교),365,61,304,121,183,0
강원특별자치도교육청,7801102,강원생명과학고등학교,고등학교,K10_7801102_고등학교,강원생명과학고등학교 (고등학교),365,78,287,97,190,0
강원특별자치도교육청,7801103,강원생활과학고등학교,고등학교,K10_7801103_고등학교,강원생활과학고등학교 (고등학교),365,76,289,101,188,0
강원특별자치도교육청,7801104,강원애니고등학교,고등학교,K10_7801104_고등학교,강원애니고등학교 (고등학교),365,49,316,109,207,0
강원특별자치도교육청,7801105,강원예술고등학교,고등학교,K10_7801105_고등학교,강원예술고등학교 (고등학교),365,53,312,123,189,0
강원특별자치도교육청,7801106,강원외국어고등학교,고등학교,K10_7801106_고등학교,강원외국어고등학교 (고등학교),365,63,302,112,190,0
강원특별자치도교육청,7801107,강원체육고등학교,고등학교,K10_7801107_고등학교,강원체육고등학교 (고등학교),365,73,292,98,194,0
강원특별자치도교육청,7801108,강일여자고등학교,고등학교,K10_7801108_고등학교,강일여자고등학교 (고등학교),365,52,313,124,189,0
강원특별자치도교육청,7801109,거진고등학교,고등학교,K10_7801109_고등학교,거진고등학교 (고등학교),365,73,292,103,189,0
강원특별자치도교육청,7801110,경포고등학교,고등학교,K10_7801110_고등학교,경포고등학교 (고등학교),365,79,286,97,189,0
강원특별자치도교육청,7801111,고성고등학교,고등학교,K10_7801111_고등학교,고성고등학교 (고등학교),365,76,289,100,189,0
강원특별자치도교육청,7801112,고한고등학교,고등학교,K10_7801112_고등학교,고한고등학교 (고등학교),365,84,281,93,188,0
강원특별자치도교육청,7801113,기린고등학교,고등학교,K10_7801113_고등학교,기린고등학교 (고등학교),365,60,305,102,203,0
강원특별자치도교육청,7801114,김화고등학교,고등학교,K10_7801114_고등학교,김화고등학교 (고등학교),365,80,285,97,188,0
강원특별자치도교육청,7801115,김화공업고등학교,고등학교,K10_7801115_고등학교,김화공업고등학교 (고등학교),365,37,328,119,209,0
강원특별자치도교육청,7801116,내면고등학교,고등학교,K10_7801116_고등학교,내면고등학교 (고등학교),365,24,341,114,227,0
강원특별자치도교육청,7801117,대성고등학교,고등학교,K10_7801117_고등학교,대성고등학교 (고등학교),365,77,288,99,189,0
강원특별자치도교육청,7801118,대진고등학교,고등학교,K10_7801118_고등학교,대진고등학교 (고등학교),365,81,284,95,189,0
강원특별자치도교육청,7801119,대화고등학교,고등학교,K10_7801119_고등학교,대화고등학교 (고등학교),365,77,288,98,190,0
강원특별자치도교육청,7801120,도계고등학교,고등학교,K10_7801120_고등학교,도계고등학교 (고등학교),365,56,309,120,189,0
강원특별자치도교육청,7801121,도계전산정보고등학교,고등학교,K10_7801121_고등학교,도계전산정보고등학교 (고등학교),365,80,285,95,190,0
강원특별자치도교육청,7801122,동광산업과학고등학교,고등학교,K10_7801122_고등학교,동광산업과학고등학교 (고등학교),365,81,284,95,189,0
강원특별자치도교육청,7801123,동해광희고등학교,고등학교,K10_7801123_고등학교,동해광희고등학교 (고등학교),365,81,284,95,189,0
강원특별자치도교육청,7801124,동해삼육고등학교,고등학교,K10_7801124_고등학교,동해삼육고등학교 (고등학교),365,85,280,90,190,0
강원특별자치도교육청,7801125,동해상업고등학교,고등학교,K10_7801125_고등학교,동해상업고등학교 (고등학교),365,75,290,101,189,0
강원특별자치도교육청,7801126,둔내고등학교,고등학교,K10_7801126_고등학교,둔내고등학교 (고등학교),365,83,282,93,189,0
강원특별자치도교육청,7801127,마차고등학교,고등학교,K10_7801127_고등학교,마차고등학교 (고등학교),365,73,292,103,189,0
강원특별자치도교육청,7801128,묵호고등학교,고등학교,K10_7801128_고등학교,묵호고등학교 (고등학교),365,81,284,95,189,0
강원특별자치도교육청,7801129,묵호고등학교부설방송통신고등학교,고등학교,K10_7801129_고등학교,묵호고등학교부설방송통신고등학교 (고등학교),365,0,365,176,189,0
강원특별자치도교육청,7801130,문막고등학교,고등학교,K10_7801130_고등학교,문막고등학교 (고등학교),365,58,307,103,204,0
강원특별자치도교육청,7801131,미래고등학교,고등학교,K10_7801131_고등학교,미래고등학교 (고등학교),365,77,288,98,190,0
강원특별자치도교육청,7801132,민족사관고등학교,고등학교,K10_7801132_고등학교,민족사관고등학교 (고등학교),365,59,306,123,183,0
강원특별자치도교육청,7801133,봉의고등학교,고등학교,K10_7801133_고등학교,봉의고등학교 (고등학교),365,79,286,97,189,0
강원특별자치도교육청,7801134,봉평고등학교,고등학교,K10_7801134_고등학교,봉평고등학교 (고등학교),365,83,282,93,189,0
강원특별자치도교육청,7801135,북원여자고등학교,고등학교,K10_7801135_고등학교,북원여자고등학교 (고등학교),365,72,293,103,190,0
강원특별자치도교육청,7801136,북평고등학교,고등학교,K10_7801136_고등학교,북평고등학교 (고등학교),365,76,289,99,190,0
강원특별자치도교육청,7801137,북평여자고등학교,고등학교,K10_7801137_고등학교,북평여자고등학교 (고등학교),365,76,289,100,189,0
강원특별자치도교육청,7801138,사내고등학교,고등학교,K10_7801138_고등학교,사내고등학교 (고등학교),365,82,283,94,189,0
강원특별자치도교육청,7801139,사북고등학교,고등학교,K10_7801139_고등학교,사북고등학교 (고등학교),365,76,289,99,190,0
강원특별자치도교육청,7801140,삼일고등학교,고등학교,K10_7801140_고등학교,삼일고등학교 (고등학교),365,79,286,99,187,0
강원특별자치도교육청,7801141,삼척고등학교,고등학교,K10_7801141_고등학교,삼척고등학교 (고등학교),365,81,284,95,189,0
강원특별자치도교육청,7801142,삼척여자고등학교,고등학교,K10_7801142_고등학교,삼척여자고등학교 (고등학교),365,77,288,100,188,0
강원특별자치도교육청,7801143,상동고등학교,고등학교,K10_7801143_고등학교,상동고등학교 (고등학교),365,83,282,93,189,0
강원특별자치도교육청,7801144,상지대관령고등학교,고등학교,K10_7801144_고등학교,상지대관령고등학교 (고등학교),365,76,289,96,193,0
강원특별자치도교육청,7801145,상지여자고등학교,고등학교,K10_7801145_고등학교,상지여자고등학교 (고등학교),365,78,287,99,188,0
강원특별자치도교육청,7801146,서석고등학교,고등학교,K10_7801146_고등학교,서석고등학교 (고등학교),365,82,283,93,190,0
강원특별자치도교육청,7801147,석정여자고등학교,고등학교,K10_7801147_고등학교,석정여자고등학교 (고등학교),365,82,283,95,188,0
강원특별자치도교육청,7801148,설악고등학교,고등학교,K10_7801148_고등학교,설악고등학교 (고등학교),365,53,312,105,207,0
강원특별자치도교육청,7801149,설악고등학교부설방송통신고등학교,고등학교,K10_7801149_고등학교,설악고등학교부설방송통신고등학교 (고등학교),365,0,365,194,171,0
강원특별자치도교육청,7801150,성수고등학교,고등학교,K10_7801150_고등학교,성수고등학교 (고등학교),365,75,290,101,189,0
강원특별자치도교육청,7801151,성수여자고등학교,고등학교,K10_7801151_고등학교,성수여자고등학교 (고등학교),365,75,290,100,190,0
강원특별자치도교육청,7801152,속초고등학교,고등학교,K10_7801152_고등학교,속초고등학교 (고등학교),365,75,290,100,190,0
강원특별자치도교육청,7801153,속초여자고등학교,고등학교,K10_7801153_고등학교,속초여자고등학교 (고등학교),365,78,287,98,189,0
강원특별자치도교육청,7801154,신남고등학교,고등학교,K10_7801154_고등학교,신남고등학교 (고등학교),365,1,364,123,241,0
강원특별자치도교육청,7801155,신철원고등학교,고등학교,K10_7801155_고등학교,신철원고등학교 (고등학교),365,79,286,96,190,0
강원특별자치도교육청,7801156,안흥고등학교,고등학교,K10_7801156_고등학교,안흥고등학교 (고등학교),365,59,306,96,210,0
강원특별자치도교육청,7801157,양구고등학교,고등학교,K10_7801157_고등학교,양구고등학교 (고등학교),365,75,290,99,191,0
강원특별자치도교육청,7801158,양구여자고등학교,고등학교,K10_7801158_고등학교,양구여자고등학교 (고등학교),365,80,285,96,189,0
강원특별자치도교육청,7801159,양양고등학교,고등학교,K10_7801159_고등학교,양양고등학교 (고등학교),365,77,288,100,188,0
강원특별자치도교육청,7801160,여량고등학교,고등학교,K10_7801160_고등학교,여량고등학교 (고등학교),365,79,286,95,191,0
강원특별자치도교육청,7801161,영서고등학교,고등학교,K10_7801161_고등학교,영서고등학교 (고등학교),365,79,286,97,189,0
강원특별자치도교육청,7801162,영월고등학교,고등학교,K10_7801162_고등학교,영월고등학교 (고등학교),365,78,287,95,192,0
강원특별자치도교육청,7801163,원덕고등학교,고등학교,K10_7801163_고등학교,원덕고등학교 (고등학교),365,83,282,92,190,0
강원특별자치도교육청,7801164,원주고등학교,고등학교,K10_7801164_고등학교,원주고등학교 (고등학교),365,77,288,98,190,0
강원특별자치도교육청,7801165,원주고등학교부설방송통신고등학교,고등학교,K10_7801165_고등학교,원주고등학교부설방송통신고등학교 (고등학교),365,0,365,194,171,0
강원특별자치도교육청,7801166,원주금융회계고등학교,고등학교,K10_7801166_고등학교,원주금융회계고등학교 (고등학교),365,74,291,95,196,0
강원특별자치도교육청,7801167,원주삼육고등학교,고등학교,K10_7801167_고등학교,원주삼육고등학교 (고등학교),365,80,285,94,191,0
강원특별자치도교육청,7801168,원주여자고등학교,고등학교,K10_7801168_고등학교,원주여자고등학교 (고등학교),365,79,286,97,189,0
강원특별자치도교육청,7801169,원주의료고등학교,고등학교,K10_7801169_고등학교,원주의료고등학교 (고등학교),365,48,317,108,209,0
강원특별자치도교육청,7801170,원통고등학교,고등학교,K10_7801170_고등학교,원통고등학교 (고등학교),365,34,331,112,219,0
강원특별자치도교육청,7801171,유봉여자고등학교,고등학교,K10_7801171_고등학교,유봉여자고등학교 (고등학교),365,54,311,122,189,0
강원특별자치도교육청,7801172,육민관고등학교,고등학교,K10_7801172_고등학교,육민관고등학교 (고등학교),365,69,296,107,189,0
강원특별자치도교육청,7801173,인제고등학교,고등학교,K10_7801173_고등학교,인제고등학교 (고등학교),365,60,305,102,203,0
강원특별자치도교육청,7801174,임계고등학교,고등학교,K10_7801174_고등학교,임계고등학교 (고등학교),365,81,284,95,189,0
강원특별자치도교육청,7801175,장성여자고등학교,고등학교,K10_7801175_고등학교,장성여자고등학교 (고등학교),365,78,287,99,188,0
강원특별자치도교육청,7801176,정선고등학교,고등학교,K10_7801176_고등학교,정선고등학교 (고등학교),365,53,312,105,207,0
강원특별자치도교육청,7801177,정선정보공업고등학교,고등학교,K10_7801177_고등학교,정선정보공업고등학교 (고등학교),365,75,290,101,189,0
강원특별자치도교육청,7801178,주문진고등학교,고등학교,K10_7801178_고등학교,주문진고등학교 (고등학교),365,76,289,100,189,0
강원특별자치도교육청,7801179,주천고등학교,고등학교,K10_7801179_고등학교,주천고등학교 (고등학교),365,78,287,96,191,0
강원특별자치도교육청,7801180,진광고등학교,고등학교,K10_7801180_고등학교,진광고등학교 (고등학교),365,75,290,99,191,0
강원특별자치도교육청,7801181,진부고등학교,고등학교,K10_7801181_고등학교,진부고등학교 (고등학교),365,82,283,91,192,0
강원특별자치도교육청,7801182,철암고등학교,고등학교,K10_7801182_고등학교,철암고등학교 (고등학교),365,52,313,124,189,0
강원특별자치도교육청,7801183,철원고등학교,고등학교,K10_7801183_고등학교,철원고등학교 (고등학교),365,79,286,98,188,0
강원특별자치도교육청,7801184,철원여자고등학교,고등학교,K10_7801184_고등학교,철원여자고등학교 (고등학교),365,59,306,116,190,0
강원특별자치도교육청,7801185,춘천고등학교,고등학교,K10_7801185_고등학교,춘천고등학교 (고등학교),365,76,289,96,193,0
강원특별자치도교육청,7801186,춘천고등학교부설방송통신고등학교,고등학교,K10_7801186_고등학교,춘천고등학교부설방송통신고등학교 (고등학교),365,40,325,134,191,0
강원특별자치도교육청,7801187,춘천기계공업고등학교,고등학교,K10_7801187_고등학교,춘천기계공업고등학교 (고등학교),365,53,312,122,190,0
강원특별자치도교육청,7801188,춘천여자고등학교,고등학교,K10_7801188_고등학교,춘천여자고등학교 (고등학교),365,75,290,101,189,0
강원특별자치도교육청,7801189,춘천여자고등학교부설방송통신고등학교,고등학교,K10_7801189_고등학교,춘천여자고등학교부설방송통신고등학교 (고등학교),365,0,365,194,171,0
강원특별자치도교육청,7801190,춘천한샘고등학교,고등학교,K10_7801190_고등학교,춘천한샘고등학교 (고등학교),365,76,289,100,189,0
강원특별자치도교육청,7801191,치악고등학교,고등학교,K10_7801191_고등학교,치악고등학교 (고등학교),365,76,289,100,189,0
강원특별자치도교육청,7801193,팔렬고등학교,고등학교,K10_7801193_고등학교,팔렬고등학교 (고등학교),365,75,290,100,190,0
강원특별자치도교육청,7801194,평창고등학교,고등학교,K10_7801194_고등학교,평창고등학교 (고등학교),365,70,295,105,190,0
강원특별자치도교육청,7801195,한국소방마이스터고등학교,고등학교,K10_7801195_고등학교,한국소방마이스터고등학교 (고등학교),365,70,295,105,190,0
강원특별자치도교육청,7801196,한국에너지마이스터고등학교,고등학교,K10_7801196_고등학교,한국에너지마이스터고등학교 (고등학교),365,31,334,113,221,0
강원특별자치도교육청,7801197,함백고등학교,고등학교,K10_7801197_고등학교,함백고등학교 (고등학교),365,83,282,93,189,0
강원특별자치도교육청,7801198,현천고등학교,고등학교,K10_7801198_고등학교,현천고등학교 (고등학교),365,76,289,99,190,0
강원특별자치도교육청,7801199,홍천고등학교,고등학교,K10_7801199_고등학교,홍천고등학교 (고등학교),365,80,285,97,188,0
강원특별자치도교육청,7801200,홍천농업고등학교,고등학교,K10_7801200_고등학교,홍천농업고등학교 (고등학교),365,77,288,97,191,0
강원특별자치도교육청,7801201,홍천여자고등학교,고등학교,K10_7801201_고등학교,홍천여자고등학교 (고등학교),365,78,287,97,190,0
강원특별자치도교육청,7801202,화천고등학교,고등학교,K10_7801202_고등학교,화천고등학교 (고등학교),365,78,287,98,189,0
강원특별자치도교육청,7801203,화천정보산업고등학교,고등학교,K10_7801203_고등학교,화천정보산업고등학교 (고등학교),365,78,287,97,190,0
강원특별자치도교육청,7801204,황지고등학교,고등학교,K10_7801204_고등학교,황지고등학교 (고등학교),365,76,289,102,187,0
강원특별자치도교육청,7801205,황지고등학교부설방송통신고등학교,고등학교,K10_7801205_고등학교,황지고등학교부설방송통신고등학교 (고등학교),365,0,365,152,213,0
강원특별자치도교육청,7801206,황지정보산업고등학교,고등학교,K10_7801206_고등학교,황지정보산업고등학교 (고등학교),365,54,311,122,189,0
강원특별자치도교육청,7801207,횡성고등학교,고등학교,K10_7801207_고등학교,횡성고등학교 (고등학교),365,79,286,97,189,0
강원특별자치도교육청,7801208,횡성여자고등학교,고등학교,K10_7801208_고등학교,횡성여자고등학교 (고등학교),365,51,314,124,190,0
강원특별자치도교육청,7801209,전인고등학교,고등학교,K10_7801209_고등학교,전인고등학교 (고등학교),365,83,282,92,190,0
강원특별자치도교육청,7801210,학력인정 한국YMCA원주고등학교,고등학교,K10_7801210_고등학교,학력인정 한국YMCA원주고등학교 (고등학교),365,76,289,98,191,0
강원특별자치도교육청,7801211,학력인정 한국YMCA원주고등학교(야간),고등학교,K10_7801211_고등학교,학력인정 한국YMCA원주고등학교(야간) (고등학교),365,3,362,122,240,0
강원특별자치도교육청,7801212,강릉오성학교,고등학교,K10_7801212_고등학교,강릉오성학교 (고등학교),365,75,290,100,190,0
강원특별자치도교육청,7801212,강릉오성학교,중학교,K10_7801212_중학교,강릉오성학교 (중학교),365,75,290,100,190,0
강원특별자치도교육청,7801212,강릉오성학교,초등학교,K10_7801212_초등학교,강릉오성학교 (초등학교),365,75,290,100,190,0
강원특별자치도교육청,7801213,강원명진학교,고등학교,K10_7801213_고등학교,강원명진학교 (고등학교),365,82,283,96,187,0
강원특별자치도교육청,7801213,강원명진학교,중학교,K10_7801213_중학교,강원명진학교 (중학교),365,82,283,96,187,0
강원특별자치도교육청,7801213,강원명진학교,초등학교,K10_7801213_초등학교,강원명진학교 (초등학교),365,82,283,96,187,0
강원특별자치도교육청,7801214,속초청해학교,고등학교,K10_7801214_고등학교,속초청해학교 (고등학교),365,79,286,97,189,0
강원특별자치도교육청,7801214,속초청해학교,중학교,K10_7801214_중학교,속초청해학교 (중학교),365,79,286,97,189,0
강원특별자치도교육청,7801214,속초청해학교,초등학교,K10_7801214_초등학교,속초청해학교 (초등학교),365,79,286,97,189,0
강원특별자치도교육청,7801215,원주청원학교,고등학교,K10_7801215_고등학교,원주청원학교 (고등학교),365,78,287,98,189,0
강원특별자치도교육청,7801215,원주청원학교,중학교,K10_7801215_중학교,원주청원학교 (중학교),365,78,287,98,189,0
강원특별자치도교육청,7801215,원주청원학교,초등학교,K10_7801215_초등학교,원주청원학교 (초등학교),365,78,287,98,189,0
강원특별자치도교육청,7801216,춘천계성학교,고등학교,K10_7801216_고등학교,춘천계성학교 (고등학교),365,83,282,93,189,0
강원특별자치도교육청,7801216,춘천계성학교,중학교,K10_7801216_중학교,춘천계성학교 (중학교),365,83,282,93,189,0
강원특별자치도교육청,7801216,춘천계성학교,초등학교,K10_7801216_초등학교,춘천계성학교 (초등학교),365,83,282,93,189,0
강원특별자치도교육청,7801217,춘천동원학교,고등학교,K10_7801217_고등학교,춘천동원학교 (고등학교),365,68,297,108,189,0
강원특별자치도교육청,7801217,춘천동원학교,중학교,K10_7801217_중학교,춘천동원학교 (중학교),365,68,297,108,189,0
강원특별자치도교육청,7801217,춘천동원학교,초등학교,K10_7801217_초등학교,춘천동원학교 (초등학교),365,68,297,108,189,0
강원특별자치도교육청,7801218,태백라온학교,고등학교,K10_7801218_고등학교,태백라온학교 (고등학교),365,76,289,100,189,0
강원특별자치도교육청,7801218,태백라온학교,중학교,K10_7801218_중학교,태백라온학교 (중학교),365,76,289,100,189,0
강원특별자치도교육청,7801218,태백라온학교,초등학교,K10_7801218_초등학교,태백라온학교 (초등학교),365,76,289,100,189,0
강원특별자치도교육청,7801219,봉대가온학교,고등학교,K10_7801219_고등학교,봉대가온학교 (고등학교),365,67,298,109,189,0
강원특별자치도교육청,7801219,봉대가온학교,중학교,K10_7801219_중학교,봉대가온학교 (중학교),365,67,298,109,189,0
강원특별자치도교육청,7801219,봉대가온학교,초등학교,K10_7801219_초등학교,봉대가온학교 (초등학교),365,66,299,110,189,0
강원특별자치도교육청,7801220,동해해솔학교,고등학교,K10_7801220_고등학교,동해해솔학교 (고등학교),365,80,285,97,188,0
강원특별자치도교육청,7801220,동해해솔학교,중학교,K10_7801220_중학교,동해해솔학교 (중학교),365,80,285,97,188,0
강원특별자치도교육청,7801220,동해해솔학교,초등학교,K10_7801220_초등학교,동해해솔학교 (초등학교),365,80,285,97,188,0
강원특별자치도교육청,7801228,한국항공고등학교,고등학교,K10_7801228_고등학교,한국항공고등학교 (고등학교),365,28,337,99,238,0
강원특별자치도교육청,7801233,섬강고등학교,고등학교,K10_7801233_고등학교,섬강고등학교 (고등학교),365,80,285,97,188,0
강원특별자치도교육청,7801239,한국의료마이스터고등학교,고등학교,K10_7801239_고등학교,한국의료마이스터고등학교 (고등학교),365,28,337,97,240,0
강원특별자치도교육청,7801240,한국국방과학고등학교,고등학교,K10_7801240_고등학교,한국국방과학고등학교 (고등학교),365,17,348,108,240,0
강원특별자치도교육청,7812050,가산초등학교,초등학교,K10_7812050_초등학교,가산초등학교 (초등학교),365,81,284,95,189,0
강원특별자치도교육청,7812051,광판초등학교,초등학교,K10_7812051_초등학교,광판초등학교 (초등학교),365,82,283,93,190,0
강원특별자치도교육청,7812052,교동초등학교,초등학교,K10_7812052_초등학교,교동초등학교 (초등학교),365,79,286,97,189,0
강원특별자치도교육청,7812053,근화초등학교,초등학교,K10_7812053_초등학교,근화초등학교 (초등학교),365,84,281,93,188,0
강원특별자치도교육청,7812054,금병초등학교,초등학교,K10_7812054_초등학교,금병초등학교 (초등학교),365,82,283,95,188,0
강원특별자치도교육청,7812055,금산초등학교,초등학교,K10_7812055_초등학교,금산초등학교 (초등학교),365,81,284,95,189,0
강원특별자치도교육청,7812056,남부초등학교,초등학교,K10_7812056_초등학교,남부초등학교 (초등학교),365,82,283,94,189,0
강원특별자치도교육청,7812057,남산초등학교,초등학교,K10_7812057_초등학교,남산초등학교 (초등학교),365,79,286,97,189,0
강원특별자치도교육청,7812058,남춘천초등학교,초등학교,K10_7812058_초등학교,남춘천초등학교 (초등학교),365,81,284,95,189,0
강원특별자치도교육청,7812059,당림초등학교,초등학교,K10_7812059_초등학교,당림초등학교 (초등학교),365,80,285,95,190,0
강원특별자치도교육청,7812060,동내초등학교,초등학교,K10_7812060_초등학교,동내초등학교 (초등학교),365,79,286,98,188,0
강원특별자치도교육청,7812061,동부초등학교,초등학교,K10_7812061_초등학교,동부초등학교 (초등학교),365,81,284,95,189,0
강원특별자치도교육청,7812062,동춘천초등학교,초등학교,K10_7812062_초등학교,동춘천초등학교 (초등학교),365,81,284,95,189,0
강원특별자치도교육청,7812063,만천초등학교,초등학교,K10_7812063_초등학교,만천초등학교 (초등학교),365,83,282,93,189,0
강원특별자치도교육청,7812064,봄내초등학교,초등학교,K10_7812064_초등학교,봄내초등학교 (초등학교),365,80,285,95,190,0
강원특별자치도교육청,7812065,봉의초등학교,초등학교,K10_7812065_초등학교,봉의초등학교 (초등학교),365,77,288,100,188,0
강원특별자치도교육청,7812066,부안초등학교,초등학교,K10_7812066_초등학교,부안초등학교 (초등학교),365,80,285,96,189,0
강원특별자치도교육청,7812067,상천초등학교,초등학교,K10_7812067_초등학교,상천초등학교 (초등학교),365,81,284,95,189,0
강원특별자치도교육청,7812068,서상초등학교,초등학교,K10_7812068_초등학교,서상초등학교 (초등학교),365,82,283,96,187,0
강원특별자치도교육청,7812069,석사초등학교,초등학교,K10_7812069_초등학교,석사초등학교 (초등학교),365,83,282,93,189,0
강원특별자치도교육청,7812070,성림초등학교,초등학교,K10_7812070_초등학교,성림초등학교 (초등학교),365,80,285,97,188,0
강원특별자치도교육청,7812071,성원초등학교,초등학교,K10_7812071_초등학교,성원초등학교 (초등학교),365,82,283,95,188,0
강원특별자치도교육청,7812072,소양초등학교,초등학교,K10_7812072_초등학교,소양초등학교 (초등학교),365,79,286,97,189,0
강원특별자치도교육청,7812073,송화초등학교,초등학교,K10_7812073_초등학교,송화초등학교 (초등학교),365,81,284,96,188,0
강원특별자치도교육청,7812074,신남초등학교,초등학교,K10_7812074_초등학교,신남초등학교 (초등학교),365,84,281,92,189,0
강원특별자치도교육청,7812075,신동초등학교,초등학교,K10_7812075_초등학교,신동초등학교 (초등학교),365,82,283,93,190,0
강원특별자치도교육청,7812076,오동초등학교,초등학교,K10_7812076_초등학교,오동초등학교 (초등학교),365,77,288,98,190,0
강원특별자치도교육청,7812077,우석초등학교,초등학교,K10_7812077_초등학교,우석초등학교 (초등학교),365,83,282,93,189,0
강원특별자치도교육청,7812078,조양초등학교,초등학교,K10_7812078_초등학교,조양초등학교 (초등학교),365,80,285,96,189,0
강원특별자치도교육청,7812079,중앙초등학교,초등학교,K10_7812079_초등학교,중앙초등학교 (초등학교),365,80,285,96,189,0
강원특별자치도교육청,7812080,지촌초등학교,초등학교,K10_7812080_초등학교,지촌초등학교 (초등학교),365,80,285,96,189,0
강원특별자치도교육청,7812081,천전초등학교,초등학교,K10_7812081_초등학교,천전초등학교 (초등학교),365,84,281,93,188,0
강원특별자치도교육청,7812082,추곡초등학교,초등학교,K10_7812082_초등학교,추곡초등학교 (초등학교),365,79,286,96,190,0
강원특별자치도교육청,7812083,춘천초등학교,초등학교,K10_7812083_초등학교,춘천초등학교 (초등학교),365,83,282,93,189,0
강원특별자치도교육청,7812084,퇴계초등학교,초등학교,K10_7812084_초등학교,퇴계초등학교 (초등학교),365,79,286,96,190,0
강원특별자치도교육청,7812085,호반초등학교,초등학교,K10_7812085_초등학교,호반초등학교 (초등학교),365,81,284,94,190,0
강원특별자치도교육청,7812086,효제초등학교,초등학교,K10_7812086_초등학교,효제초등학교 (초등학교),365,81,284,95,189,0
강원특별자치도교육청,7812087,후평초등학교,초등학교,K10_7812087_초등학교,후평초등학교 (초등학교),365,77,288,99,189,0
강원특별자치도교육청,7812088,춘천삼육초등학교,초등학교,K10_7812088_초등학교,춘천삼육초등학교 (초등학교),365,82,283,94,189,0
강원특별자치도교육청,7812089,장학초등학교,초등학교,K10_7812089_초등학교,장학초등학교 (초등학교),365,80,285,96,189,0
강원특별자치도교육청,7812090,남산초등학교서천분교장,초등학교,K10_7812090_초등학교,남산초등학교서천분교장 (초등학교),365,53,312,104,208,0
강원특별자치도교육청,7812091,지촌초등학교지암분교장,초등학교,K10_7812091_초등학교,지촌초등학교지암분교장 (초등학교),365,81,284,96,188,0
강원특별자치도교육청,7812092,가정중학교,중학교,K10_7812092_중학교,가정중학교 (중학교),365,73,292,103,189,0
강원특별자치도교육청,7812093,강서중학교,중학교,K10_7812093_중학교,강서중학교 (중학교),365,76,289,101,188,0
강원특별자치도교육청,7812094,강원체육중학교,중학교,K10_7812094_중학교,강원체육중학교 (중학교),365,56,309,120,189,0
강원특별자치도교육청,7812095,광판중학교,중학교,K10_7812095_중학교,광판중학교 (중학교),365,82,283,93,190,0
강원특별자치도교육청,7812096,남춘천여자중학교,중학교,K10_7812096_중학교,남춘천여자중학교 (중학교),365,79,286,97,189,0
강원특별자치도교육청,7812097,남춘천중학교,중학교,K10_7812097_중학교,남춘천중학교 (중학교),365,76,289,100,189,0
강원특별자치도교육청,7812098,대룡중학교,중학교,K10_7812098_중학교,대룡중학교 (중학교),365,78,287,98,189,0
강원특별자치도교육청,7812099,동산중학교,중학교,K10_7812099_중학교,동산중학교 (중학교),365,72,293,104,189,0
강원특별자치도교육청,7812100,봄내중학교,중학교,K10_7812100_중학교,봄내중학교 (중학교),365,68,297,108,189,0
강원특별자치도교육청,7812101,소양중학교,중학교,K10_7812101_중학교,소양중학교 (중학교),365,81,284,95,189,0
