시도교육청코드,시도교육청명,행정표준코드,학교명,학교과정명,분석단위ID,학교표시명,분석일수,휴업일수,수업일수,평균기억점수,평균위험점수,최대위험점수,최저기억점수,고위험일수,휴업일비율,고위험일비율,최종위험지수,위험등급,방학일수,추론방학일수,위험백분위,상대위험등급
J10,경기도교육청,7551278,위례한빛중학교,중학교,J10_7551278_중학교,위례한빛중학교 (중학교),292,103,189,76.20372211477869,23.79627788522131,70.39524615885205,29.60475384114795,5,35.273972602739725,1.7123287671232876,17.171093149791904,매우 낮음,73,0,93.21852731591449,상위 20%
B10,서울특별시교육청,7134121,경일중학교,중학교,B10_7134121_중학교,경일중학교 (중학교),292,103,189,76.20372211477869,23.79627788522131,70.39524615885205,29.60475384114795,5,35.273972602739725,1.7123287671232876,17.171093149791904,매우 낮음,73,0,93.21852731591449,상위 20%
S10,경상남도교육청,9010130,김해건설공업고등학교,고등학교,S10_9010130_고등학교,김해건설공업고등학교 (고등학교),293,104,189,76.34808367951096,23.651916320489033,70.39524615885205,29.60475384114795,6,35.49488054607509,2.04778156996587,17.17067589533208,매우 낮음,72,0,93.20665083135393,상위 20%
B10,서울특별시교육청,7041172,당산서중학교,중학교,B10_7041172_중학교,당산서중학교 (중학교),288,99,189,76.36517043965492,23.634829560345093,70.39524615885205,29.60475384114795,6,34.375,2.083333333333333,17.169380692241564,매우 낮음,77,0,93.19477434679335,상위 20%
J10,경기도교육청,7530993,경화여자English Business고등학교,고등학교,J10_7530993_고등학교,경화여자English Business고등학교 (고등학교),288,99,189,76.36517043965492,23.634829560345093,70.39524615885205,29.60475384114795,6,34.375,2.083333333333333,17.169380692241564,매우 낮음,77,0,93.19477434679335,상위 20%
M10,충청북도교육청,8000431,대금고등학교,고등학교,M10_8000431_고등학교,대금고등학교 (고등학교),290,101,189,76.36177301297543,23.638226987024574,70.39523974189993,29.604760258100068,6,34.82758620689655,2.0689655172413794,17.167448546089613,매우 낮음,75,0,93.18289786223278,상위 20%
R10,경상북도교육청,8791050,남후초등학교,초등학교,R10_8791050_초등학교,남후초등학교 (초등학교),298,108,190,76.3385475672192,23.66145243278081,70.39523974189993,29.604760258100068,6,36.241610738255034,2.013422818791946,17.16704354858415,매우 낮음,67,0,93.17498020585907,상위 20%
J10,경기도교육청,7731011,개군중학교,중학교,J10_7731011_중학교,개군중학교 (중학교),293,104,189,76.20731082283805,23.79268917716194,70.39524615885205,29.60475384114795,5,35.49488054607509,1.7064846416382253,17.166827816504824,매우 낮음,72,0,93.16706254948535,상위 20%
N10,충청남도교육청,8140259,천안제일고등학교,고등학교,N10_8140259_고등학교,천안제일고등학교 (고등학교),288,99,189,76.36900222585264,23.630997774147357,70.44151196975434,29.558488030245652,6,34.375,2.083333333333333,17.166698441903147,매우 낮음,77,0,93.15914489311163,상위 20%
E10,인천광역시교육청,7310625,인천중앙여자고등학교,고등학교,E10_7310625_고등학교,인천중앙여자고등학교 (고등학교),313,124,189,76.16163512225707,23.838364877742926,70.39519412433549,29.604805875664503,5,39.61661341853035,1.5974440894568689,17.166088641257108,매우 낮음,52,0,93.15122723673792,상위 20%
B10,서울특별시교육청,7010168,배명고등학교,고등학교,B10_7010168_고등학교,배명고등학교 (고등학교),290,103,187,76.36378134592123,23.63621865407878,70.39524615885205,29.60475384114795,6,35.51724137931034,2.0689655172413794,17.166042713027558,매우 낮음,75,0,93.1433095803642,상위 20%
N10,충청남도교육청,8271006,덕산중학교,중학교,N10_8271006_중학교,덕산중학교 (중학교),287,99,188,76.2239033223988,23.7760966776012,70.39523974189993,29.604760258100068,5,34.494773519163765,1.7421602787456445,17.165915757944532,매우 낮음,78,0,93.1353919239905,상위 20%
S10,경상남도교육청,9010042,김해여자고등학교,고등학교,S10_9010042_고등학교,김해여자고등학교 (고등학교),291,101,190,76.36097249895468,23.639027501045327,70.3952468660474,29.6047531339526,6,34.707903780068726,2.0618556701030926,17.165875951762658,매우 낮음,74,0,93.12747426761678,상위 20%
S10,경상남도교육청,9191020,단성중학교,중학교,S10_9191020_중학교,단성중학교 (중학교),288,100,188,76.37029399877582,23.62970600122418,70.3952468660474,29.6047531339526,6,34.72222222222222,2.083333333333333,17.165794200856926,매우 낮음,77,0,93.11955661124307,상위 20%
F10,광주광역시교육청,7401247,성덕중학교,중학교,F10_7401247_중학교,성덕중학교 (중학교),291,102,189,76.36185404778944,23.63814595221057,70.39524615885205,29.60475384114795,6,35.051546391752574,2.0618556701030926,17.165258867578327,매우 낮음,74,0,93.11163895486936,상위 20%
R10,경상북도교육청,8791091,경안여자중학교,중학교,R10_8791091_중학교,경안여자중학교 (중학교),289,100,189,76.22077993371278,23.77922006628722,70.39524615885205,29.60475384114795,5,34.602076124567475,1.7301038062283738,17.164485188269566,매우 낮음,76,0,93.10372129849564,상위 20%
J10,경기도교육청,7530762,성남외국어고등학교,고등학교,J10_7530762_고등학교,성남외국어고등학교 (고등학교),293,103,190,76.21110976551468,23.788890234485326,70.39524615885205,29.60475384114795,5,35.153583617747444,1.7064846416382253,17.164168556631193,매우 낮음,72,0,93.09580364212194,상위 20%
B10,서울특별시교육청,7031117,서울금화초등학교,초등학교,B10_7031117_초등학교,서울금화초등학교 (초등학교),292,102,190,76.80163384905846,23.19836615094154,76.08286415053588,23.917135849464113,9,34.93150684931507,3.0821917808219177,17.16351383990565,매우 낮음,73,0,93.08788598574822,상위 20%
N10,충청남도교육청,8181061,아산남성초등학교,초등학교,N10_8181061_초등학교,아산남성초등학교 (초등학교),288,99,189,76.37365182562769,23.626348174372303,70.39523974189993,29.604760258100068,6,34.375,2.083333333333333,17.163443722060613,매우 낮음,77,0,93.07996832937451,상위 20%
J10,경기도교육청,7531294,라온고등학교,고등학교,J10_7531294_고등학교,라온고등학교 (고등학교),313,125,188,76.16621007607941,23.833789923920584,70.39524694505934,29.604753054940662,5,39.936102236421725,1.5974440894568689,17.16288617358147,매우 낮음,52,0,93.07205067300079,상위 20%
B10,서울특별시교육청,7081440,서울목원초등학교,초등학교,B10_7081440_초등학교,서울목원초등학교 (초등학교),287,98,189,76.52691358814305,23.473086411856947,73.14518153040213,26.85481846959787,7,34.146341463414636,2.4390243902439024,17.162867805373033,매우 낮음,78,0,93.05621536025338,상위 20%
B10,서울특별시교육청,7091389,서울방현초등학교,초등학교,B10_7091389_초등학교,서울방현초등학교 (초등학교),287,98,189,76.52691358814305,23.473086411856947,73.14518153040213,26.85481846959787,7,34.146341463414636,2.4390243902439024,17.162867805373033,매우 낮음,78,0,93.05621536025338,상위 20%
B10,서울특별시교육청,7051125,서울불암초등학교,초등학교,B10_7051125_초등학교,서울불암초등학교 (초등학교),287,98,189,76.52691358814305,23.473086411856947,73.14518153040213,26.85481846959787,7,34.146341463414636,2.4390243902439024,17.162867805373033,매우 낮음,78,0,93.05621536025338,상위 20%
S10,경상남도교육청,9151038,범어중학교,중학교,S10_9151038_중학교,범어중학교 (중학교),290,100,190,76.36844336819095,23.631556631809048,70.39523974189993,29.604760258100068,6,34.48275862068966,2.0689655172413794,17.162779297438746,매우 낮음,75,0,93.04038004750593,상위 20%
B10,서울특별시교육청,7010160,명덕외국어고등학교,고등학교,B10_7010160_고등학교,명덕외국어고등학교 (고등학교),288,101,187,76.22622780441559,23.773772195584414,70.39536451859757,29.604635481402426,5,35.06944444444444,1.7361111111111112,17.162473870242422,매우 낮음,77,0,93.03246239113221,상위 20%
J10,경기도교육청,7531328,덕영고등학교,고등학교,J10_7531328_고등학교,덕영고등학교 (고등학교),292,104,188,75.92254961103532,24.07745038896468,64.12987959849261,35.8701204015074,3,35.61643835616438,1.0273972602739725,17.162434450357466,매우 낮음,73,0,93.0245447347585,상위 20%
B10,서울특별시교육청,7121355,종암중학교,중학교,B10_7121355_중학교,종암중학교 (중학교),293,104,189,76.21391062849506,23.78608937150493,70.39524615885205,29.60475384114795,5,35.49488054607509,1.7064846416382253,17.162207952544914,매우 낮음,72,0,93.0166270783848,상위 20%
B10,서울특별시교육청,7010260,현대고등학교,고등학교,B10_7010260_고등학교,현대고등학교 (고등학교),288,100,188,76.2266570004268,23.773342999573202,70.39523974189993,29.604760258100068,5,34.72222222222222,1.7361111111111112,17.162173433034575,매우 낮음,77,0,93.00870942201108,상위 20%
M10,충청북도교육청,8021148,용원초등학교동락분교장,초등학교,M10_8021148_초등학교,용원초등학교동락분교장 (초등학교),313,123,190,76.16794329575328,23.832056704246725,70.39524615885205,29.60475384114795,5,39.29712460063898,1.5974440894568689,17.161672919809767,매우 낮음,52,0,93.00079176563737,상위 20%
E10,인천광역시교육청,7310477,인천청인학교,초등학교,E10_7310477_초등학교,인천청인학교 (초등학교),289,99,190,76.37358509302442,23.626414906975576,70.39523974189993,29.604760258100068,6,34.2560553633218,2.0761245674740483,17.16132780512512,매우 낮음,76,0,92.98495645288995,상위 20%
E10,인천광역시교육청,7310477,인천청인학교,고등학교,E10_7310477_고등학교,인천청인학교 (고등학교),289,99,190,76.37358509302442,23.626414906975576,70.39523974189993,29.604760258100068,6,34.2560553633218,2.0761245674740483,17.16132780512512,매우 낮음,76,0,92.98495645288995,상위 20%
E10,인천광역시교육청,7310477,인천청인학교,중학교,E10_7310477_중학교,인천청인학교 (중학교),289,99,190,76.37358509302442,23.626414906975576,70.39523974189993,29.604760258100068,6,34.2560553633218,2.0761245674740483,17.16132780512512,매우 낮음,76,0,92.98495645288995,상위 20%
E10,인천광역시교육청,7310446,인천청담고등학교,고등학교,E10_7310446_고등학교,인천청담고등학교 (고등학교),279,101,178,76.25191349649326,23.748086503506745,70.39524615885205,29.60475384114795,5,36.200716845878134,1.7921146953405016,17.16129496105687,매우 낮음,86,0,92.96912114014252,상위 20%
P10,전북특별자치도교육청,8392077,고산중학교,중학교,P10_8392077_중학교,고산중학교 (중학교),311,122,189,76.1737793394567,23.826220660543303,70.39524615885205,29.60475384114795,5,39.228295819935695,1.607717041800643,17.160669574920504,매우 낮음,54,0,92.96120348376881,상위 20%
B10,서울특별시교육청,7031147,서울역촌초등학교,초등학교,B10_7031147_초등학교,서울역촌초등학교 (초등학교),287,98,189,76.53143631198564,23.468563688014353,70.39523974189993,29.604760258100068,7,34.146341463414636,2.4390243902439024,17.159701898683217,매우 낮음,78,0,92.95328582739509,상위 20%
N10,충청남도교육청,8140051,부석고등학교,고등학교,N10_8140051_고등학교,부석고등학교 (고등학교),290,100,190,76.37285649329571,23.627143506704282,70.39524483855662,29.60475516144338,6,34.48275862068966,2.0689655172413794,17.15969010986541,매우 낮음,75,0,92.94536817102139,상위 20%
S10,경상남도교육청,9171045,꽃내중학교,중학교,S10_9171045_중학교,꽃내중학교 (중학교),289,100,189,76.37651742203751,23.623482577962502,70.39523974189993,29.604760258100068,6,34.602076124567475,2.0761245674740483,17.159275174815967,매우 낮음,76,0,92.93745051464767,상위 20%
N10,충청남도교육청,8291046,탑동초등학교,초등학교,N10_8291046_초등학교,탑동초등학교 (초등학교),290,101,189,76.37358298598791,23.626417014012098,70.39523974189993,29.604760258100068,6,34.82758620689655,2.0689655172413794,17.15918156498088,매우 낮음,75,0,92.92953285827396,상위 20%
B10,서울특별시교육청,7130110,서울거여초등학교,초등학교,B10_7130110_초등학교,서울거여초등학교 (초등학교),286,97,189,76.83608997623453,23.163910023765478,76.08286415053588,23.917135849464113,9,33.91608391608392,3.146853146853147,17.158792960691777,매우 낮음,79,0,92.92161520190024,상위 20%
J10,경기도교육청,7530651,하성고등학교,고등학교,J10_7530651_고등학교,하성고등학교 (고등학교),293,104,189,76.21912675336661,23.7808732466334,70.39524615885205,29.60475384114795,5,35.49488054607509,1.7064846416382253,17.158556665134846,매우 낮음,72,0,92.91369754552652,상위 20%
N10,충청남도교육청,8140136,주산산업고등학교,고등학교,N10_8140136_고등학교,주산산업고등학교 (고등학교),306,117,189,76.18864140456286,23.811358595437138,70.39524615885205,29.60475384114795,5,38.23529411764706,1.6339869281045754,17.158147095237368,매우 낮음,59,0,92.90577988915281,상위 20%
J10,경기도교육청,7751359,한숲중학교,중학교,J10_7751359_중학교,한숲중학교 (중학교),293,103,190,76.36616934925557,23.633830650744436,70.39524483855662,29.60475516144338,6,35.153583617747444,2.04778156996587,17.158015926510863,매우 낮음,72,0,92.89786223277909,상위 20%
S10,경상남도교육청,9010183,창원공업고등학교,고등학교,S10_9010183_고등학교,창원공업고등학교 (고등학교),320,112,208,76.69490469790207,23.30509530209792,70.39524547871214,29.604754521287855,9,35.0,2.8125,17.157316711468543,매우 낮음,45,0,92.88994457640538,상위 20%
K10,강원특별자치도교육청,7801094,강릉문성고등학교,고등학교,K10_7801094_고등학교,강릉문성고등학교 (고등학교),311,121,190,76.17930124973911,23.82069875026089,70.3952468660474,29.6047531339526,5,38.90675241157556,1.607717041800643,17.156804237722813,매우 낮음,54,0,92.88202692003166,상위 20%
B10,서울특별시교육청,7081448,서울수명초등학교,초등학교,B10_7081448_초등학교,서울수명초등학교 (초등학교),288,98,190,76.53200506725618,23.46799493274382,73.14518153040213,26.85481846959787,7,34.02777777777778,2.430555555555556,17.156763119587342,매우 낮음,77,0,92.8701504354711,상위 20%
B10,서울특별시교육청,7081420,서울갈산초등학교,초등학교,B10_7081420_초등학교,서울갈산초등학교 (초등학교),288,98,190,76.53200506725618,23.46799493274382,73.14518153040213,26.85481846959787,7,34.02777777777778,2.430555555555556,17.156763119587342,매우 낮음,77,0,92.8701504354711,상위 20%
J10,경기도교육청,7530130,퇴계원고등학교,고등학교,J10_7530130_고등학교,퇴계원고등학교 (고등학교),314,124,190,76.03630770396438,23.96369229603562,64.12987959849261,35.8701204015074,4,39.490445859872615,1.2738853503184715,17.156750212320475,매우 낮음,51,0,92.85827395091053,상위 20%
H10,울산광역시교육청,7480055,태연학교,중학교,H10_7480055_중학교,태연학교 (중학교),304,114,190,76.33643599153186,23.663564008468132,70.39523974189993,29.604760258100068,6,37.5,1.9736842105263157,17.156600069085584,매우 낮음,61,0,92.8424386381631,상위 20%
H10,울산광역시교육청,7480055,태연학교,고등학교,H10_7480055_고등학교,태연학교 (고등학교),304,114,190,76.33643599153186,23.663564008468132,70.39523974189993,29.604760258100068,6,37.5,1.9736842105263157,17.156600069085584,매우 낮음,61,0,92.8424386381631,상위 20%
H10,울산광역시교육청,7480055,태연학교,초등학교,H10_7480055_초등학교,태연학교 (초등학교),304,114,190,76.33643599153186,23.663564008468132,70.39523974189993,29.604760258100068,6,37.5,1.9736842105263157,17.156600069085584,매우 낮음,61,0,92.8424386381631,상위 20%
J10,경기도교육청,7679111,봉담중학교,중학교,J10_7679111_중학교,봉담중학교 (중학교),313,124,189,76.17522484809265,23.824775151907357,70.39523974189993,29.604760258100068,5,39.61661341853035,1.5974440894568689,17.15657583317221,매우 낮음,52,0,92.82660332541568,상위 20%
B10,서울특별시교육청,7031185,동명여자중학교,중학교,B10_7031185_중학교,동명여자중학교 (중학교),292,103,189,76.37153590596027,23.628464094039717,70.39524615885205,29.60475384114795,6,35.273972602739725,2.054794520547945,17.156363221992184,매우 낮음,73,0,92.81868566904197,상위 20%
B10,서울특별시교육청,7010208,양정고등학교,고등학교,B10_7010208_고등학교,양정고등학교 (고등학교),286,99,187,76.39026910602226,23.609730893977744,70.39524615885205,29.60475384114795,6,34.61538461538461,2.097902097902098,17.15618225515505,매우 낮음,79,0,92.81076801266825,상위 20%
I10,세종특별자치시교육청,9300185,세종여자고등학교,고등학교,I10_9300185_고등학교,세종여자고등학교 (고등학교),313,125,188,76.17581775351309,23.82418224648691,70.39524615885205,29.60475384114795,5,39.936102236421725,1.5974440894568689,17.156160799377897,매우 낮음,52,0,92.80285035629454,상위 20%
N10,충청남도교육청,8181045,온양중앙초등학교,초등학교,N10_8181045_초등학교,온양중앙초등학교 (초등학교),311,123,188,76.1806230091339,23.819376990866104,70.39523974189993,29.604760258100068,5,39.549839228295816,1.607717041800643,17.155879006146463,매우 낮음,54,0,92.79493269992082,상위 20%
Q10,전라남도교육청,8621012,대덕중학교,중학교,Q10_8621012_중학교,대덕중학교 (중학교),290,101,189,76.3785144808309,23.62148551916909,70.39524483855662,29.60475516144338,6,34.82758620689655,2.0689655172413794,17.155729518590775,매우 낮음,75,0,92.7870150435471,상위 20%
J10,경기도교육청,7530116,장호원고등학교,고등학교,J10_7530116_고등학교,장호원고등학교 (고등학교),312,124,188,76.17892838461461,23.821071615385392,70.39524615885205,29.60475384114795,5,39.743589743589745,1.6025641025641024,17.155519361539003,매우 낮음,53,0,92.7790973871734,상위 20%
Q10,전라남도교육청,8681029,군남초등학교,초등학교,Q10_8681029_초등학교,군남초등학교 (초등학교),288,100,188,76.3850742783388,23.614925721661198,73.14518153040213,26.85481846959787,6,34.72222222222222,2.083333333333333,17.15544800516284,매우 낮음,77,0,92.77117973079967,상위 20%
E10,인천광역시교육청,7331071,인천상정중학교,중학교,E10_7331071_중학교,인천상정중학교 (중학교),291,101,190,76.37650462711717,23.623495372882832,70.39524615885205,29.60475384114795,6,34.707903780068726,2.0618556701030926,17.15500346204891,매우 낮음,74,0,92.76326207442597,상위 20%
B10,서울특별시교육청,7010196,성심여자고등학교,고등학교,B10_7010196_고등학교,성심여자고등학교 (고등학교),292,104,188,76.22670894127828,23.77329105872172,70.39524615885205,29.60475384114795,5,35.61643835616438,1.7123287671232876,17.15500237124219,매우 낮음,73,0,92.75534441805226,상위 20%
J10,경기도교육청,7701011,궁평초등학교,초등학교,J10_7701011_초등학교,궁평초등학교 (초등학교),288,98,190,76.5347147594215,23.4652852405785,73.14518153040213,26.85481846959787,7,34.02777777777778,2.430555555555556,17.154866335071617,매우 낮음,77,0,92.74742676167854,상위 20%
Q10,전라남도교육청,8531035,금천초등학교,초등학교,Q10_8531035_초등학교,금천초등학교 (초등학교),289,99,190,76.53274479365345,23.46725520634654,75.52497028606038,24.475029713939616,7,34.2560553633218,2.422145328719723,17.153722243058493,매우 낮음,76,0,92.73950910530483,상위 20%
E10,인천광역시교육청,7310085,인하대학교사범대학부속고등학교,고등학교,E10_7310085_고등학교,인하대학교사범대학부속고등학교 (고등학교),312,121,191,76.18200930963698,23.81799069036302,70.3952468660474,29.6047531339526,5,38.782051282051285,1.6025641025641024,17.15336271402334,매우 낮음,53,0,92.73159144893111,상위 20%
N10,충청남도교육청,8281004,근흥중학교,중학교,N10_8281004_중학교,근흥중학교 (중학교),288,100,188,76.38822079579313,23.61177920420686,70.39524615885205,29.60475384114795,6,34.72222222222222,2.083333333333333,17.1532454429448,매우 낮음,77,0,92.7236737925574,상위 20%
D10,대구광역시교육청,7240202,대구영화학교,중학교,D10_7240202_중학교,대구영화학교 (중학교),313,123,190,76.18001457605226,23.819985423947735,70.39524615885205,29.60475384114795,5,39.29712460063898,1.5974440894568689,17.153223023600475,매우 낮음,52,0,92.70783847980998,상위 20%
D10,대구광역시교육청,7240202,대구영화학교,초등학교,D10_7240202_초등학교,대구영화학교 (초등학교),313,123,190,76.18001457605226,23.819985423947735,70.39524615885205,29.60475384114795,5,39.29712460063898,1.5974440894568689,17.153223023600475,매우 낮음,52,0,92.70783847980998,상위 20%
D10,대구광역시교육청,7240202,대구영화학교,고등학교,D10_7240202_고등학교,대구영화학교 (고등학교),313,123,190,76.18001457605226,23.819985423947735,70.39524615885205,29.60475384114795,5,39.29712460063898,1.5974440894568689,17.153223023600475,매우 낮음,52,0,92.70783847980998,상위 20%
G10,대전광역시교육청,7430045,한밭고등학교,고등학교,G10_7430045_고등학교,한밭고등학교 (고등학교),300,112,188,76.20994625190062,23.790053748099382,70.3952468660474,29.6047531339526,5,37.333333333333336,1.6666666666666667,17.153037623669565,매우 낮음,65,0,92.69200316706255,상위 20%
K10,강원특별자치도교육청,7882028,노천초등학교,초등학교,K10_7882028_초등학교,노천초등학교 (초등학교),275,95,180,76.89891190272215,23.10108809727785,70.39524615885205,29.60475384114795,9,34.54545454545455,3.272727272727273,17.152579849912673,매우 낮음,90,0,92.68408551068885,상위 20%
N10,충청남도교육청,8140472,아산스마트팩토리마이스터고등학교,고등학교,N10_8140472_고등학교,아산스마트팩토리마이스터고등학교 (고등학교),299,109,190,76.21351939912991,23.786480600870092,70.39524615885205,29.60475384114795,5,36.45484949832776,1.6722408026755853,17.15220866141174,매우 낮음,66,0,92.67616785431512,상위 20%
B10,서울특별시교육청,7051185,상경중학교,중학교,B10_7051185_중학교,상경중학교 (중학교),292,102,190,76.37805527099928,23.621944729000727,70.39523974189993,29.604760258100068,6,34.93150684931507,2.054794520547945,17.151799666464893,매우 낮음,73,0,92.6682501979414,상위 20%
B10,서울특별시교육청,7031181,구산중학교,중학교,B10_7031181_중학교,구산중학교 (중학교),292,103,189,76.23171924790323,23.768280752096775,70.39524615885205,29.60475384114795,5,35.273972602739725,1.7123287671232876,17.151495156604728,매우 낮음,73,0,92.6603325415677,상위 20%
B10,서울특별시교육청,7061129,서울대학교사범대학부설여자중학교,중학교,B10_7061129_중학교,서울대학교사범대학부설여자중학교 (중학교),292,103,189,76.23227151073522,23.76772848926479,70.39524615885205,29.60475384114795,5,35.273972602739725,1.7123287671232876,17.151108572622338,매우 낮음,73,0,92.65241488519398,상위 20%
N10,충청남도교육청,8261038,홍동초등학교,초등학교,N10_8261038_초등학교,홍동초등학교 (초등학교),288,99,189,76.39172205741654,23.608277942583456,73.14518153040213,26.85481846959787,6,34.375,2.083333333333333,17.150794559808418,매우 낮음,77,0,92.64449722882027,상위 20%
B10,서울특별시교육청,7010230,이화여자외국어고등학교,고등학교,B10_7010230_고등학교,이화여자외국어고등학교 (고등학교),312,125,187,76.18598253580831,23.814017464191696,70.39524615885205,29.60475384114795,5,40.06410256410257,1.6025641025641024,17.150581455703417,매우 낮음,53,0,92.63657957244655,상위 20%
J10,경기도교육청,7771134,김포한가람중학교,중학교,J10_7771134_중학교,김포한가람중학교 (중학교),290,100,190,76.38636240980405,23.61363759019595,70.39524615885205,29.60475384114795,6,34.48275862068966,2.0689655172413794,17.150235968309577,매우 낮음,75,0,92.62866191607284,상위 20%
J10,경기도교육청,7679119,운암중학교,중학교,J10_7679119_중학교,운암중학교 (중학교),299,111,188,76.36003071750066,23.639969282499344,70.39524615885205,29.60475384114795,6,37.12374581939799,2.0066889632107023,17.14998518671275,매우 낮음,66,0,92.62074425969912,상위 20%
B10,서울특별시교육청,7061096,대경중학교,중학교,B10_7061096_중학교,대경중학교 (중학교),289,101,188,76.24213596049314,23.75786403950685,70.39524615885205,29.60475384114795,5,34.94809688581315,1.7301038062283738,17.149535969523306,매우 낮음,76,0,92.61282660332542,상위 20%
F10,광주광역시교육청,7401232,광주동명중학교,중학교,F10_7401232_중학교,광주동명중학교 (중학교),289,101,188,76.24293276708724,23.757067232912753,70.39524615885205,29.60475384114795,5,34.94809688581315,1.7301038062283738,17.14897820490744,매우 낮음,76,0,92.6049089469517,상위 20%
S10,경상남도교육청,9022147,성지여자중학교,중학교,S10_9022147_중학교,성지여자중학교 (중학교),299,108,191,76.21818576272408,23.781814237275917,70.39524615885205,29.60475384114795,5,36.12040133779264,1.6722408026755853,17.148942206895818,매우 낮음,66,0,92.59699129057799,상위 20%
F10,광주광역시교육청,7380131,동명고등학교,고등학교,F10_7380131_고등학교,동명고등학교 (고등학교),305,116,189,76.20411812188716,23.795881878112837,70.39524615885205,29.60475384114795,5,38.0327868852459,1.639344262295082,17.14892059336751,매우 낮음,60,0,92.58907363420428,상위 20%
N10,충청남도교육청,8140082,공주영명고등학교,고등학교,N10_8140082_고등학교,공주영명고등학교 (고등학교),288,102,186,76.39460177122054,23.605398228779464,70.39523974189993,29.604760258100068,6,35.41666666666667,2.083333333333333,17.148778760145625,매우 낮음,77,0,92.58115597783056,상위 20%
R10,경상북도교육청,8821064,청통중학교,중학교,R10_8821064_중학교,청통중학교 (중학교),311,123,188,76.19136925258496,23.808630747415034,70.39524615885205,29.60475384114795,5,39.549839228295816,1.607717041800643,17.148356635730714,매우 낮음,54,0,92.57323832145686,상위 20%
K10,강원특별자치도교육청,7962034,원통중학교,중학교,K10_7962034_중학교,원통중학교 (중학교),313,124,189,76.1871049763818,23.8128950236182,70.3952468660474,29.6047531339526,5,39.61661341853035,1.5974440894568689,17.1482597433698,매우 낮음,52,0,92.56532066508314,상위 20%
B10,서울특별시교육청,7010346,수도전기공업고등학교,고등학교,B10_7010346_고등학교,수도전기공업고등학교 (고등학교),292,102,190,76.23636295313428,23.763637046865725,70.39523974189993,29.604760258100068,5,34.93150684931507,1.7123287671232876,17.148244562942992,매우 낮음,73,0,92.55740300870943,상위 20%
P10,전북특별자치도교육청,8342140,나포중학교,중학교,P10_8342140_중학교,나포중학교 (중학교),313,123,190,76.18740136347643,23.81259863652357,70.39524615885205,29.60475384114795,5,39.29712460063898,1.5974440894568689,17.148052272403557,매우 낮음,52,0,92.54948535233571,상위 20%
R10,경상북도교육청,8761146,장성초등학교,초등학교,R10_8761146_초등학교,장성초등학교 (초등학교),288,99,189,76.69340221088044,23.306597789119557,70.39523974189993,29.604760258100068,8,34.375,2.7777777777777777,17.147951785717023,매우 낮음,77,0,92.54156769596199,상위 20%
J10,경기도교육청,1342100,한국선진학교,고등학교,J10_1342100_고등학교,한국선진학교 (고등학교),288,99,189,76.39632218897198,23.60367781102802,70.39523974189993,29.604760258100068,6,34.375,2.083333333333333,17.147574467719615,매우 낮음,77,0,92.52969121140143,상위 20%
J10,경기도교육청,1342100,한국선진학교,중학교,J10_1342100_중학교,한국선진학교 (중학교),288,99,189,76.39632218897198,23.60367781102802,70.39523974189993,29.604760258100068,6,34.375,2.083333333333333,17.147574467719615,매우 낮음,77,0,92.52969121140143,상위 20%
C10,부산광역시교육청,7150115,양운고등학교,고등학교,C10_7150115_고등학교,양운고등학교 (고등학교),313,124,189,76.18844212211592,23.811557877884095,70.3952468660474,29.6047531339526,5,39.61661341853035,1.5974440894568689,17.147323741355926,매우 낮음,52,0,92.51781472684085,상위 20%
J10,경기도교육청,7530440,한사랑학교,초등학교,J10_7530440_초등학교,한사랑학교 (초등학교),294,106,188,76.37863434171466,23.62136565828535,70.39523974189993,29.604760258100068,6,36.054421768707485,2.0408163265306123,17.147200858758925,매우 낮음,71,0,92.50989707046713,상위 20%
I10,세종특별자치시교육청,9300227,다정중학교,중학교,I10_9300227_중학교,다정중학교 (중학교),290,101,189,76.24339059271387,23.75660940728613,70.39524615885205,29.60475384114795,5,34.82758620689655,1.7241379310344827,17.146867964410635,매우 낮음,75,0,92.49802058590657,상위 20%
B10,서울특별시교육청,7051198,월계중학교,중학교,B10_7051198_중학교,월계중학교 (중학교),290,101,189,76.24339059271387,23.75660940728613,70.39524615885205,29.60475384114795,5,34.82758620689655,1.7241379310344827,17.146867964410635,매우 낮음,75,0,92.49802058590657,상위 20%
J10,경기도교육청,7591035,하일초등학교,초등학교,J10_7591035_초등학교,하일초등학교 (초등학교),289,100,189,76.39484930352036,23.60515069647964,70.39523974189993,29.604760258100068,6,34.602076124567475,2.0761245674740483,17.146442857777963,매우 낮음,76,0,92.486144101346,상위 20%
M10,충청북도교육청,8011292,강내초등학교,초등학교,M10_8011292_초등학교,강내초등학교 (초등학교),289,100,189,76.39486714437865,23.605132855621346,70.39523974189993,29.604760258100068,6,34.602076124567475,2.0761245674740483,17.146430369177157,매우 낮음,76,0,92.4782264449723,상위 20%
B10,서울특별시교육청,7010264,홍익대학교사범대학부속여자고등학교,고등학교,B10_7010264_고등학교,홍익대학교사범대학부속여자고등학교 (고등학교),313,125,188,76.18982712722334,23.810172872776672,70.39524615885205,29.60475384114795,5,39.936102236421725,1.5974440894568689,17.14635423778073,매우 낮음,52,0,92.47030878859857,상위 20%
