시도교육청코드,시도교육청명,행정표준코드,학교명,학교과정명,분석단위ID,학교표시명,분석일수,휴업일수,수업일수,평균기억점수,평균위험점수,최대위험점수,최저기억점수,고위험일수,휴업일비율,고위험일비율,최종위험지수,위험등급,방학일수,추론방학일수,위험백분위,상대위험등급
H10,울산광역시교육청,7501099,천상초등학교,초등학교,H10_7501099_초등학교,천상초등학교 (초등학교),286,96,190,77.00325138554437,22.996748614455626,70.39519412433549,29.604805875664503,5,33.56643356643357,1.7482517482517483,16.62219955459446,매우 낮음,79,0,52.35946159936658,중간
H10,울산광역시교육청,7491155,매곡중학교,중학교,H10_7491155_중학교,매곡중학교 (중학교),286,96,190,77.15329272960844,22.846707270391562,70.39523974189993,29.604760258100068,6,33.56643356643357,2.097902097902098,16.62206571864472,매우 낮음,79,0,52.351543942992876,중간
K10,강원특별자치도교육청,7863054,강현중학교,중학교,K10_7863054_중학교,강현중학교 (중학교),286,96,190,77.00344359392243,22.996556406077573,70.39524615885205,29.60475384114795,5,33.56643356643357,1.7482517482517483,16.622065008729823,매우 낮음,79,0,52.34362628661916,중간
B10,서울특별시교육청,7121359,고명중학교,중학교,B10_7121359_중학교,고명중학교 (중학교),285,97,188,77.0061879398761,22.9938120601239,70.39524615885205,29.60475384114795,5,34.03508771929825,1.7543859649122806,16.621984231560415,매우 낮음,80,0,52.33570863024545,중간
N10,충청남도교육청,8151015,천남중학교,중학교,N10_8151015_중학교,천남중학교 (중학교),286,97,189,77.0037581596356,22.9962418403644,70.39523974189993,29.604760258100068,5,33.91608391608392,1.7482517482517483,16.621844812730604,매우 낮음,79,0,52.327790973871736,중간
H10,울산광역시교육청,7491096,내황초등학교,초등학교,H10_7491096_초등학교,내황초등학교 (초등학교),287,98,189,77.00152264888797,22.99847735111204,70.39519412433549,29.604805875664503,5,34.146341463414636,1.7421602787456445,16.62158222940212,매우 낮음,78,0,52.31987331749802,중간
J10,경기도교육청,7530539,한국조리과학고등학교,고등학교,J10_7530539_고등학교,한국조리과학고등학교 (고등학교),313,105,208,76.93972774182157,23.060272258178436,70.39524695487327,29.604753045126724,5,33.54632587859425,1.5974440894568689,16.621423807561964,매우 낮음,52,0,52.30007917656374,중간
J10,경기도교육청,7530554,대평고등학교,고등학교,J10_7530554_고등학교,대평고등학교 (고등학교),313,105,208,76.93972774182157,23.060272258178436,70.39524695487327,29.604753045126724,5,33.54632587859425,1.5974440894568689,16.621423807561964,매우 낮음,52,0,52.30007917656374,중간
J10,경기도교육청,7530619,덕계고등학교,고등학교,J10_7530619_고등학교,덕계고등학교 (고등학교),313,105,208,76.93972774182157,23.060272258178436,70.39524695487327,29.604753045126724,5,33.54632587859425,1.5974440894568689,16.621423807561964,매우 낮음,52,0,52.30007917656374,중간
J10,경기도교육청,7591004,광남중학교,중학교,J10_7591004_중학교,광남중학교 (중학교),313,105,208,76.93972774182157,23.060272258178436,70.39524695487327,29.604753045126724,5,33.54632587859425,1.5974440894568689,16.621423807561964,매우 낮음,52,0,52.30007917656374,중간
Q10,전라남도교육청,8501041,목포신흥초등학교,초등학교,Q10_8501041_초등학교,목포신흥초등학교 (초등학교),289,98,191,76.9968035437136,23.0031964562864,70.39523974189993,29.604760258100068,5,33.910034602076124,1.7301038062283738,16.621268661268992,매우 낮음,76,0,52.28028503562946,중간
G10,대전광역시교육청,7451340,대전호수초등학교,초등학교,G10_7451340_초등학교,대전호수초등학교 (초등학교),289,98,191,76.99680473459317,23.00319526540682,70.39519412433549,29.604805875664503,5,33.910034602076124,1.7301038062283738,16.621267827653288,매우 낮음,76,0,52.27236737925573,중간
Q10,전라남도교육청,8671014,손불초등학교,초등학교,Q10_8671014_초등학교,손불초등학교 (초등학교),285,96,189,77.0072156754348,22.99278432456521,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.62126481666933,매우 낮음,80,0,52.26444972288202,중간
G10,대전광역시교육청,7451098,대전선암초등학교,초등학교,G10_7451098_초등학교,대전선암초등학교 (초등학교),293,101,192,76.84043174888427,23.15956825111573,67.44526875500708,32.55473124499292,4,34.470989761092156,1.3651877133105803,16.621254089774183,매우 낮음,72,0,52.25653206650831,중간
E10,인천광역시교육청,7341301,인천새봄초등학교,초등학교,E10_7341301_초등학교,인천새봄초등학교 (초등학교),288,98,190,76.99942463496215,23.00057536503785,70.39523974189993,29.604760258100068,5,34.02777777777778,1.7361111111111112,16.621236088859828,매우 낮음,77,0,52.240696753760886,중간
Q10,전라남도교육청,8721030,흑산초등학교,초등학교,Q10_8721030_초등학교,흑산초등학교 (초등학교),288,98,190,76.99942463496215,23.00057536503785,70.39523974189993,29.604760258100068,5,34.02777777777778,1.7361111111111112,16.621236088859828,매우 낮음,77,0,52.240696753760886,중간
K10,강원특별자치도교육청,7822127,원주삼육초등학교,초등학교,K10_7822127_초등학교,원주삼육초등학교 (초등학교),288,98,190,76.99942463496215,23.00057536503785,70.39523974189993,29.604760258100068,5,34.02777777777778,1.7361111111111112,16.621236088859828,매우 낮음,77,0,52.240696753760886,중간
J10,경기도교육청,7530112,이천고등학교,고등학교,J10_7530112_고등학교,이천고등학교 (고등학교),290,99,191,76.99450966146458,23.00549033853543,70.39523974189993,29.604760258100068,5,34.13793103448276,1.7241379310344827,16.621084616285145,매우 낮음,75,0,52.22486144101346,중간
B10,서울특별시교육청,7134098,서울송원초등학교,초등학교,B10_7134098_초등학교,서울송원초등학교 (초등학교),286,96,190,76.85504703477405,23.14495296522595,67.98318881124916,32.01681118875084,4,33.56643356643357,1.3986013986013985,16.621047495238585,매우 낮음,79,0,52.216943784639746,중간
J10,경기도교육청,7661018,강천초등학교,초등학교,J10_7661018_초등학교,강천초등학교 (초등학교),286,96,190,77.15511267394426,22.844887326055733,70.39523974189993,29.604760258100068,6,33.56643356643357,2.097902097902098,16.62079175760964,매우 낮음,79,0,52.20110847189232,중간
J10,경기도교육청,7711027,영북초등학교,초등학교,J10_7711027_초등학교,영북초등학교 (초등학교),286,96,190,77.15511267394426,22.844887326055733,70.39523974189993,29.604760258100068,6,33.56643356643357,2.097902097902098,16.62079175760964,매우 낮음,79,0,52.20110847189232,중간
P10,전북특별자치도교육청,8332139,전주양현초등학교,초등학교,P10_8332139_초등학교,전주양현초등학교 (초등학교),286,96,190,77.15511267394426,22.844887326055733,70.39523974189993,29.604760258100068,6,33.56643356643357,2.097902097902098,16.62079175760964,매우 낮음,79,0,52.20110847189232,중간
S10,경상남도교육청,9181017,진교초등학교,초등학교,S10_9181017_초등학교,진교초등학교 (초등학교),285,96,189,77.00790038278068,22.992099617219314,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.620785521527203,매우 낮음,80,0,52.1852731591449,중간
E10,인천광역시교육청,7321029,인천서화초등학교,초등학교,E10_7321029_초등학교,인천서화초등학교 (초등학교),285,96,189,77.00816458852499,22.99183541147501,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.620600577506192,매우 낮음,80,0,52.177355502771185,중간
J10,경기도교육청,7621056,대곡초등학교,초등학교,J10_7621056_초등학교,대곡초등학교 (초등학교),287,98,189,77.00304606786138,22.996953932138613,70.39523974189993,29.604760258100068,5,34.146341463414636,1.7421602787456445,16.62051583612072,매우 낮음,78,0,52.16943784639747,중간
K10,강원특별자치도교육청,7902029,청령포초등학교,초등학교,K10_7902029_초등학교,청령포초등학교 (초등학교),285,96,189,77.00838615396214,22.99161384603787,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.62044548170019,매우 낮음,80,0,52.16152019002376,중간
B10,서울특별시교육청,7010805,원묵고등학교,고등학교,B10_7010805_고등학교,원묵고등학교 (고등학교),285,97,188,77.00849499078905,22.991505009210954,70.39523974189993,29.604760258100068,5,34.03508771929825,1.7543859649122806,16.620369295921353,매우 낮음,80,0,52.15360253365004,중간
M10,충청북도교육청,8011324,각리중학교,중학교,M10_8011324_중학교,각리중학교 (중학교),290,101,189,76.99553356986904,23.00446643013096,70.39524694505934,29.604753054940662,5,34.82758620689655,1.7241379310344827,16.620367880402018,매우 낮음,75,0,52.145684877276324,중간
J10,경기도교육청,7530660,삼괴고등학교,고등학교,J10_7530660_고등학교,삼괴고등학교 (고등학교),284,95,189,77.01135331215185,22.988646687848146,70.39523974189993,29.604760258100068,5,33.45070422535211,1.7605633802816902,16.62022169557821,매우 낮음,81,0,52.13776722090261,중간
H10,울산광역시교육청,7491118,상진초등학교,초등학교,H10_7491118_초등학교,상진초등학교 (초등학교),286,96,190,77.00608163726461,22.99391836273538,70.39523974189993,29.604760258100068,5,33.56643356643357,1.7482517482517483,16.620218378390287,매우 낮음,79,0,52.12193190815518,중간
Q10,전라남도교육청,8501046,목포용해초등학교,초등학교,Q10_8501046_초등학교,목포용해초등학교 (초등학교),286,96,190,77.00608163726461,22.99391836273538,70.39523974189993,29.604760258100068,5,33.56643356643357,1.7482517482517483,16.620218378390287,매우 낮음,79,0,52.12193190815518,중간
R10,경상북도교육청,8761145,장량초등학교,초등학교,R10_8761145_초등학교,장량초등학교 (초등학교),286,96,190,77.00608163726461,22.99391836273538,70.39523974189993,29.604760258100068,5,33.56643356643357,1.7482517482517483,16.620218378390287,매우 낮음,79,0,52.12193190815518,중간
R10,경상북도교육청,8791072,임하초등학교,초등학교,R10_8791072_초등학교,임하초등학교 (초등학교),300,107,193,76.971496164258,23.028503835741997,70.39523974189993,29.604760258100068,5,35.66666666666667,1.6666666666666667,16.619952685019395,매우 낮음,65,0,52.106096595407756,중간
P10,전북특별자치도교육청,8422021,장계초등학교,초등학교,P10_8422021_초등학교,장계초등학교 (초등학교),285,97,188,77.15951881772976,22.840481182270246,70.39523974189993,29.604760258100068,6,34.03508771929825,2.1052631578947367,16.61991577495759,매우 낮음,80,0,52.09817893903404,중간
N10,충청남도교육청,8191047,팔봉초등학교,초등학교,N10_8191047_초등학교,팔봉초등학교 (초등학교),288,97,191,77.0014181106065,22.998581889393503,70.39523974189993,29.604760258100068,5,33.68055555555556,1.7361111111111112,16.61984065590878,매우 낮음,77,0,52.090261282660336,중간
K10,강원특별자치도교육청,7822083,구곡초등학교,초등학교,K10_7822083_초등학교,구곡초등학교 (초등학교),288,98,190,77.00142322355079,22.998576776449212,70.39524615885205,29.60475384114795,5,34.02777777777778,1.7361111111111112,16.61983707684778,매우 낮음,77,0,52.08234362628662,중간
N10,충청남도교육청,8140100,예산고등학교,고등학교,N10_8140100_고등학교,예산고등학교 (고등학교),286,98,188,77.00673759218147,22.99326240781853,70.39523974189993,29.604760258100068,5,34.26573426573427,1.7482517482517483,16.619759209948494,매우 낮음,79,0,52.07442596991291,중간
Q10,전라남도교육청,8551040,광양중진초등학교,초등학교,Q10_8551040_초등학교,광양중진초등학교 (초등학교),286,96,190,77.00690642860384,22.993093571396155,70.39519412433549,29.604805875664503,5,33.56643356643357,1.7482517482517483,16.619641024452832,매우 낮음,79,0,52.066508313539195,중간
I10,세종특별자치시교육청,9300226,다정초등학교,초등학교,I10_9300226_초등학교,다정초등학교 (초등학교),286,96,190,77.00716106359627,22.992838936403725,70.39523974189993,29.604760258100068,5,33.56643356643357,1.7482517482517483,16.61946277995813,매우 낮음,79,0,52.05067300079177,중간
N10,충청남도교육청,8161026,공주중동초등학교,초등학교,N10_8161026_초등학교,공주중동초등학교 (초등학교),286,96,190,77.00716106359627,22.992838936403725,70.39523974189993,29.604760258100068,5,33.56643356643357,1.7482517482517483,16.61946277995813,매우 낮음,79,0,52.05067300079177,중간
N10,충청남도교육청,8281030,태안초등학교,초등학교,N10_8281030_초등학교,태안초등학교 (초등학교),286,96,190,77.00716106359627,22.992838936403725,70.39523974189993,29.604760258100068,5,33.56643356643357,1.7482517482517483,16.61946277995813,매우 낮음,79,0,52.05067300079177,중간
R10,경상북도교육청,8761164,포항항도초등학교,초등학교,R10_8761164_초등학교,포항항도초등학교 (초등학교),285,96,189,77.00984608745463,22.99015391254537,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.619423528255442,매우 낮음,80,0,52.01108471892319,중간
R10,경상북도교육청,8761229,포항송곡초등학교,초등학교,R10_8761229_초등학교,포항송곡초등학교 (초등학교),285,96,189,77.00984608745463,22.99015391254537,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.619423528255442,매우 낮음,80,0,52.01108471892319,중간
R10,경상북도교육청,8851077,자인초등학교,초등학교,R10_8851077_초등학교,자인초등학교 (초등학교),285,96,189,77.00984608745463,22.99015391254537,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.619423528255442,매우 낮음,80,0,52.01108471892319,중간
J10,경기도교육청,7602074,은현초등학교,초등학교,J10_7602074_초등학교,은현초등학교 (초등학교),285,96,189,77.00984608745463,22.99015391254537,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.619423528255442,매우 낮음,80,0,52.01108471892319,중간
J10,경기도교육청,7602017,덕도초등학교,초등학교,J10_7602017_초등학교,덕도초등학교 (초등학교),285,96,189,77.00984608745463,22.99015391254537,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.619423528255442,매우 낮음,80,0,52.01108471892319,중간
P10,전북특별자치도교육청,8392065,동양초등학교,초등학교,P10_8392065_초등학교,동양초등학교 (초등학교),285,96,189,77.00984608745463,22.99015391254537,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.619423528255442,매우 낮음,80,0,52.01108471892319,중간
J10,경기도교육청,7602092,효촌초등학교,초등학교,J10_7602092_초등학교,효촌초등학교 (초등학교),285,96,189,77.00984608745463,22.99015391254537,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.619423528255442,매우 낮음,80,0,52.01108471892319,중간
C10,부산광역시교육청,7201202,화정초등학교,초등학교,C10_7201202_초등학교,화정초등학교 (초등학교),285,97,188,77.16033998843459,22.839660011565417,70.39113134545046,29.608868654549543,6,34.03508771929825,2.1052631578947367,16.61934095546421,매우 낮음,80,0,51.979414093428346,중간
Q10,전라남도교육청,8490276,진성여자고등학교,고등학교,Q10_8490276_고등학교,진성여자고등학교 (고등학교),290,99,191,76.99704592413276,23.002954075867244,70.39524615885205,29.60475384114795,5,34.13793103448276,1.7241379310344827,16.619309232417415,매우 낮음,75,0,51.97149643705463,중간
Q10,전라남도교육청,8591018,고흥동초등학교,초등학교,Q10_8591018_초등학교,고흥동초등학교 (초등학교),289,99,190,76.99964689669847,23.000353103301528,70.39524615885205,29.60475384114795,5,34.2560553633218,1.7301038062283738,16.61927831417958,매우 낮음,76,0,51.96357878068092,중간
B10,서울특별시교육청,7061086,서울한남초등학교,초등학교,B10_7061086_초등학교,서울한남초등학교 (초등학교),286,97,189,77.15728782737544,22.84271217262456,70.39523974189993,29.604760258100068,6,33.91608391608392,2.097902097902098,16.61926915020782,매우 낮음,79,0,51.955661124307206,중간
P10,전북특별자치도교육청,8352087,이리동북초등학교,초등학교,P10_8352087_초등학교,이리동북초등학교 (초등학교),287,96,191,77.00528758174809,22.994712418251908,70.39478582487364,29.605214175126367,5,33.44947735191638,1.7421602787456445,16.618946776400026,매우 낮음,78,0,51.94774346793349,중간
H10,울산광역시교육청,7491115,복산초등학교,초등학교,H10_7491115_초등학교,복산초등학교 (초등학교),285,96,189,77.01074873684345,22.989251263156536,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.61879167368326,매우 낮음,80,0,51.935866983372925,중간
J10,경기도교육청,7602008,광숭초등학교,초등학교,J10_7602008_초등학교,광숭초등학교 (초등학교),285,96,189,77.01074873684345,22.989251263156536,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.61879167368326,매우 낮음,80,0,51.935866983372925,중간
I10,세종특별자치시교육청,9300305,세종중학교,중학교,I10_9300305_중학교,세종중학교 (중학교),287,97,190,76.70701802076772,23.292981979232284,64.12987182349652,35.870128176503485,3,33.79790940766551,1.0452961672473868,16.618676235636816,매우 낮음,78,0,51.92399049881236,중간
J10,경기도교육청,7591016,광명광성초등학교,초등학교,J10_7591016_초등학교,광명광성초등학교 (초등학교),285,96,189,77.01119833944576,22.988801660554245,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.618476951861656,매우 낮음,80,0,51.912114014251785,중간
J10,경기도교육청,7679035,상신초등학교,초등학교,J10_7679035_초등학교,상신초등학교 (초등학교),285,96,189,77.01119833944576,22.988801660554245,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.618476951861656,매우 낮음,80,0,51.912114014251785,중간
J10,경기도교육청,7551082,성남장안초등학교,초등학교,J10_7551082_초등학교,성남장안초등학교 (초등학교),284,96,188,77.01390703337351,22.986092966626494,70.39523974189993,29.604760258100068,5,33.80281690140845,1.7605633802816902,16.618434090723053,매우 낮음,81,0,51.9002375296912,중간
Q10,전라남도교육청,8721042,신의초등학교,초등학교,Q10_8721042_초등학교,신의초등학교 (초등학교),289,100,189,77.00088956539459,22.999110434605413,70.39523974189993,29.604760258100068,5,34.602076124567475,1.7301038062283738,16.618408446092303,매우 낮음,76,0,51.8923198733175,중간
K10,강원특별자치도교육청,7801210,학력인정 한국YMCA원주고등학교,고등학교,K10_7801210_고등학교,학력인정 한국YMCA원주고등학교 (고등학교),289,98,191,77.00139975878751,22.998600241212493,70.39524615885205,29.60475384114795,5,33.910034602076124,1.7301038062283738,16.61805131071726,매우 낮음,76,0,51.88440221694378,중간
H10,울산광역시교육청,7491179,효정중학교,중학교,H10_7491179_중학교,효정중학교 (중학교),287,98,189,77.00666410207484,22.993335897925157,70.39523974189993,29.604760258100068,5,34.146341463414636,1.7421602787456445,16.617983212171303,매우 낮음,78,0,51.87648456057007,중간
G10,대전광역시교육청,7451101,대전송강초등학교,초등학교,G10_7451101_초등학교,대전송강초등학교 (초등학교),285,96,189,77.0119765831553,22.988023416844694,70.39519412433549,29.604805875664503,5,33.68421052631579,1.7543859649122806,16.61793218126497,매우 낮음,80,0,51.868566904196356,중간
N10,충청남도교육청,8181033,신광초등학교,초등학교,N10_8181033_초등학교,신광초등학교 (초등학교),286,97,189,77.0094612958921,22.9905387041079,70.39523974189993,29.604760258100068,5,33.91608391608392,1.7482517482517483,16.617852617351055,매우 낮음,79,0,51.86064924782264,중간
R10,경상북도교육청,8750541,세화고등학교,고등학교,R10_8750541_고등학교,세화고등학교 (고등학교),286,99,187,77.00960596308475,22.99039403691526,70.39524694505934,29.604753054940662,5,34.61538461538461,1.7482517482517483,16.617751350316205,매우 낮음,79,0,51.85273159144893,중간
H10,울산광역시교육청,7480142,울산강남고등학교,고등학교,H10_7480142_고등학교,울산강남고등학교 (고등학교),282,95,187,77.17221642972726,22.827783570272747,70.39523974189993,29.604760258100068,6,33.687943262411345,2.127659574468085,16.617746371531346,매우 낮음,83,0,51.844813935075216,중간
G10,대전광역시교육청,7451265,대전도안중학교,중학교,G10_7451265_중학교,대전도안중학교 (중학교),288,98,190,77.00474849262694,22.995251507373055,70.39524615885205,29.60475384114795,5,34.02777777777778,1.7361111111111112,16.61750938849447,매우 낮음,77,0,51.8368962787015,중간
D10,대구광역시교육청,7240085,대륜고등학교,고등학교,D10_7240085_고등학교,대륜고등학교 (고등학교),289,102,187,76.70558562571284,23.29441437428716,64.16273754054652,35.83726245945349,3,35.294117647058826,1.0380622837370241,16.61750874712212,매우 낮음,76,0,51.828978622327796,중간
C10,부산광역시교육청,7201081,사상초등학교,초등학교,C10_7201081_초등학교,사상초등학교 (초등학교),282,95,187,77.17258062775628,22.82741937224372,70.39478582487364,29.605214175126367,6,33.687943262411345,2.127659574468085,16.61749143291103,매우 낮음,83,0,51.82106096595408,중간
J10,경기도교육청,7621011,가람중학교,중학교,J10_7621011_중학교,가람중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
Q10,전라남도교육청,8601005,보성중학교,중학교,Q10_8601005_중학교,보성중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
J10,경기도교육청,7642036,고천중학교,중학교,J10_7642036_중학교,고천중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
R10,경상북도교육청,8821061,영천중학교,중학교,R10_8821061_중학교,영천중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
J10,경기도교육청,7591009,안서중학교,중학교,J10_7591009_중학교,안서중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
K10,강원특별자치도교육청,7892043,대동여자중학교,중학교,K10_7892043_중학교,대동여자중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
J10,경기도교육청,7679518,화성신동중학교,중학교,J10_7679518_중학교,화성신동중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
M10,충청북도교육청,8011011,금천중학교,중학교,M10_8011011_중학교,금천중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
N10,충청남도교육청,8222044,성동초등학교,초등학교,N10_8222044_초등학교,성동초등학교 (초등학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
K10,강원특별자치도교육청,7801158,양구여자고등학교,고등학교,K10_7801158_고등학교,양구여자고등학교 (고등학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
J10,경기도교육청,7679422,동탄목동중학교,중학교,J10_7679422_중학교,동탄목동중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
K10,강원특별자치도교육청,7892025,안흥초등학교,초등학교,K10_7892025_초등학교,안흥초등학교 (초등학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
E10,인천광역시교육청,7331045,인천용마초등학교,초등학교,E10_7331045_초등학교,인천용마초등학교 (초등학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
K10,강원특별자치도교육청,7822080,관설초등학교,초등학교,K10_7822080_초등학교,관설초등학교 (초등학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
E10,인천광역시교육청,7321044,인천용일초등학교,초등학교,E10_7321044_초등학교,인천용일초등학교 (초등학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
T10,제주특별자치도교육청,9296012,제주중앙중학교,중학교,T10_9296012_중학교,제주중앙중학교 (중학교),285,96,189,77.01264318391863,22.98735681608138,70.39524615885205,29.60475384114795,5,33.68421052631579,1.7543859649122806,16.61746556073065,매우 낮음,80,0,51.75376088677751,중간
P10,전북특별자치도교육청,8321152,인월고등학교,고등학교,P10_8321152_고등학교,인월고등학교 (고등학교),311,106,205,76.95002200516396,23.04997799483604,70.39524483855662,29.60475516144338,5,34.08360128617363,1.607717041800643,16.61729970892542,매우 낮음,54,0,51.68646080760095,중간
B10,서울특별시교육청,7130109,서울개롱초등학교,초등학교,B10_7130109_초등학교,서울개롱초등학교 (초등학교),285,96,189,77.16356171261397,22.83643828738603,70.39523974189993,29.604760258100068,6,33.68421052631579,2.1052631578947367,16.617085748538642,매우 낮음,80,0,51.67854315122724,중간
Q10,전라남도교육청,8601019,벌교초등학교,초등학교,Q10_8601019_초등학교,벌교초등학교 (초등학교),285,96,189,77.01348947422244,22.986510525777568,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.616873157517983,매우 낮음,80,0,51.670625494853525,중간
B10,서울특별시교육청,7041153,서울영중초등학교,초등학교,B10_7041153_초등학교,서울영중초등학교 (초등학교),284,96,188,77.1672806408425,22.832719359157498,70.39519412433549,29.604805875664503,6,33.80281690140845,2.112676056338028,16.616706368311657,매우 낮음,81,0,51.66270783847982,중간
P10,전북특별자치도교육청,8382080,한들중학교,중학교,P10_8382080_중학교,한들중학교 (중학교),303,117,186,76.96933116511401,23.030668834885983,70.39524615885205,29.60475384114795,5,38.613861386138616,1.65016501650165,16.61651768937068,매우 낮음,62,0,51.65479018210609,중간
G10,대전광역시교육청,7451044,대전장대중학교,중학교,G10_7451044_중학교,대전장대중학교 (중학교),284,96,188,77.0167139787687,22.983286021231297,70.39524615885205,29.60475384114795,5,33.80281690140845,1.7605633802816902,16.616469228946414,매우 낮음,81,0,51.63499604117181,중간
J10,경기도교육청,7631263,배다리초등학교,초등학교,J10_7631263_초등학교,배다리초등학교 (초등학교),284,96,188,77.0167139787687,22.983286021231297,70.39524615885205,29.60475384114795,5,33.80281690140845,1.7605633802816902,16.616469228946414,매우 낮음,81,0,51.63499604117181,중간
I10,세종특별자치시교육청,9300268,해밀초등학교,초등학교,I10_9300268_초등학교,해밀초등학교 (초등학교),284,96,188,77.0167139787687,22.983286021231297,70.39524615885205,29.60475384114795,5,33.80281690140845,1.7605633802816902,16.616469228946414,매우 낮음,81,0,51.63499604117181,중간
J10,경기도교육청,7611030,송호중학교,중학교,J10_7611030_중학교,송호중학교 (중학교),284,96,188,77.0167139787687,22.983286021231297,70.39524615885205,29.60475384114795,5,33.80281690140845,1.7605633802816902,16.616469228946414,매우 낮음,81,0,51.63499604117181,중간
E10,인천광역시교육청,7341074,만수북중학교,중학교,E10_7341074_중학교,만수북중학교 (중학교),286,97,189,77.16132087758102,22.838679122418988,70.39523974189993,29.604760258100068,6,33.91608391608392,2.097902097902098,16.616446015063918,매우 낮음,79,0,51.61520190023753,중간
B10,서울특별시교육청,7061105,선린중학교,중학교,B10_7061105_중학교,선린중학교 (중학교),285,96,189,77.01411990081492,22.98588009918508,70.39523974189993,29.604760258100068,5,33.68421052631579,1.7543859649122806,16.61643185890324,매우 낮음,80,0,51.607284243863816,중간
J10,경기도교육청,7530649,마장고등학교,고등학교,J10_7530649_고등학교,마장고등학교 (고등학교),288,97,191,76.85752360223172,23.14247639776828,64.12987182349652,35.870128176503485,4,33.68055555555556,1.3888888888888888,16.616400145104464,매우 낮음,77,0,51.5993665874901,중간
B10,서울특별시교육청,7010317,덕일전자공업고등학교,고등학교,B10_7010317_고등학교,덕일전자공업고등학교 (고등학교),296,100,196,77.1312409722083,22.86875902779169,70.39523974189993,29.604760258100068,6,33.78378378378378,2.027027027027027,16.61623942756229,매우 낮음,69,0,51.59144893111639,중간
