분석단위ID,detail_file
C10_7211061_초등학교,details/detail_part_003.parquet
C10_7211062_초등학교,details/detail_part_003.parquet
C10_7211063_초등학교,details/detail_part_003.parquet
C10_7211064_초등학교,details/detail_part_003.parquet
C10_7211065_초등학교,details/detail_part_003.parquet
C10_7211066_초등학교,details/detail_part_003.parquet
C10_7211067_초등학교,details/detail_part_003.parquet
C10_7211068_초등학교,details/detail_part_003.parquet
C10_7211070_초등학교,details/detail_part_003.parquet
C10_7211071_초등학교,details/detail_part_003.parquet
C10_7211072_초등학교,details/detail_part_003.parquet
C10_7211073_초등학교,details/detail_part_003.parquet
C10_7211074_초등학교,details/detail_part_003.parquet
C10_7211075_초등학교,details/detail_part_003.parquet
C10_7211076_초등학교,details/detail_part_003.parquet
C10_7211077_초등학교,details/detail_part_003.parquet
C10_7211078_초등학교,details/detail_part_003.parquet
C10_7211079_초등학교,details/detail_part_003.parquet
C10_7211080_초등학교,details/detail_part_003.parquet
C10_7211081_초등학교,details/detail_part_003.parquet
C10_7211082_초등학교,details/detail_part_003.parquet
C10_7211083_초등학교,details/detail_part_003.parquet
C10_7211084_초등학교,details/detail_part_003.parquet
C10_7211085_초등학교,details/detail_part_003.parquet
C10_7211086_초등학교,details/detail_part_003.parquet
C10_7211087_초등학교,details/detail_part_003.parquet
C10_7211089_초등학교,details/detail_part_003.parquet
C10_7211090_초등학교,details/detail_part_003.parquet
C10_7211091_초등학교,details/detail_part_003.parquet
C10_7211092_초등학교,details/detail_part_003.parquet
C10_7211093_초등학교,details/detail_part_003.parquet
C10_7211094_초등학교,details/detail_part_003.parquet
C10_7211095_초등학교,details/detail_part_003.parquet
C10_7211096_초등학교,details/detail_part_003.parquet
C10_7211185_초등학교,details/detail_part_003.parquet
C10_7211196_중학교,details/detail_part_003.parquet
C10_7211200_초등학교,details/detail_part_003.parquet
C10_7211207_초등학교,details/detail_part_003.parquet
C10_7211209_초등학교,details/detail_part_003.parquet
C10_7211211_중학교,details/detail_part_003.parquet
C10_7211215_초등학교,details/detail_part_003.parquet
C10_7211224_초등학교,details/detail_part_003.parquet
C10_7211226_중학교,details/detail_part_003.parquet
C10_7211231_초등학교,details/detail_part_003.parquet
C10_7211240_초등학교,details/detail_part_003.parquet
C10_7211242_중학교,details/detail_part_003.parquet
C10_7211243_초등학교,details/detail_part_003.parquet
D10_7004088_초등학교,details/detail_part_003.parquet
D10_7004178_초등학교,details/detail_part_003.parquet
D10_7004179_중학교,details/detail_part_003.parquet
D10_7004180_고등학교,details/detail_part_003.parquet
D10_7240053_고등학교,details/detail_part_003.parquet
D10_7240054_고등학교,details/detail_part_003.parquet
D10_7240055_고등학교,details/detail_part_003.parquet
D10_7240056_고등학교,details/detail_part_003.parquet
D10_7240057_고등학교,details/detail_part_003.parquet
D10_7240058_고등학교,details/detail_part_003.parquet
D10_7240059_고등학교,details/detail_part_003.parquet
D10_7240060_고등학교,details/detail_part_003.parquet
D10_7240061_고등학교,details/detail_part_003.parquet
D10_7240062_고등학교,details/detail_part_003.parquet
D10_7240063_고등학교,details/detail_part_003.parquet
D10_7240064_고등학교,details/detail_part_003.parquet
D10_7240065_고등학교,details/detail_part_003.parquet
D10_7240068_고등학교,details/detail_part_003.parquet
D10_7240069_고등학교,details/detail_part_003.parquet
D10_7240070_고등학교,details/detail_part_003.parquet
D10_7240071_고등학교,details/detail_part_003.parquet
D10_7240072_고등학교,details/detail_part_003.parquet
D10_7240073_고등학교,details/detail_part_003.parquet
D10_7240074_고등학교,details/detail_part_003.parquet
D10_7240075_고등학교,details/detail_part_003.parquet
D10_7240076_고등학교,details/detail_part_003.parquet
D10_7240078_고등학교,details/detail_part_003.parquet
D10_7240080_고등학교,details/detail_part_003.parquet
D10_7240081_고등학교,details/detail_part_003.parquet
D10_7240082_고등학교,details/detail_part_003.parquet
D10_7240084_고등학교,details/detail_part_003.parquet
D10_7240085_고등학교,details/detail_part_003.parquet
D10_7240086_고등학교,details/detail_part_003.parquet
D10_7240090_고등학교,details/detail_part_003.parquet
D10_7240091_고등학교,details/detail_part_003.parquet
D10_7240092_고등학교,details/detail_part_003.parquet
D10_7240094_고등학교,details/detail_part_003.parquet
D10_7240095_고등학교,details/detail_part_003.parquet
D10_7240096_고등학교,details/detail_part_003.parquet
D10_7240097_고등학교,details/detail_part_003.parquet
D10_7240098_고등학교,details/detail_part_003.parquet
D10_7240099_고등학교,details/detail_part_003.parquet
D10_7240100_고등학교,details/detail_part_003.parquet
D10_7240101_고등학교,details/detail_part_003.parquet
D10_7240102_고등학교,details/detail_part_003.parquet
D10_7240103_고등학교,details/detail_part_003.parquet
D10_7240104_고등학교,details/detail_part_003.parquet
D10_7240105_고등학교,details/detail_part_003.parquet
D10_7240106_고등학교,details/detail_part_003.parquet
D10_7240107_고등학교,details/detail_part_003.parquet
D10_7240111_고등학교,details/detail_part_003.parquet
D10_7240123_고등학교,details/detail_part_003.parquet
D10_7240126_고등학교,details/detail_part_003.parquet
D10_7240133_고등학교,details/detail_part_003.parquet
D10_7240144_고등학교,details/detail_part_003.parquet
D10_7240151_고등학교,details/detail_part_003.parquet
D10_7240172_고등학교,details/detail_part_003.parquet
D10_7240172_중학교,details/detail_part_003.parquet
D10_7240172_초등학교,details/detail_part_003.parquet
D10_7240173_고등학교,details/detail_part_003.parquet
D10_7240173_중학교,details/detail_part_003.parquet
D10_7240173_초등학교,details/detail_part_003.parquet
D10_7240182_고등학교,details/detail_part_003.parquet
D10_7240183_고등학교,details/detail_part_003.parquet
D10_7240187_고등학교,details/detail_part_003.parquet
D10_7240188_고등학교,details/detail_part_003.parquet
D10_7240189_고등학교,details/detail_part_003.parquet
D10_7240197_고등학교,details/detail_part_003.parquet
D10_7240197_중학교,details/detail_part_003.parquet
D10_7240197_초등학교,details/detail_part_003.parquet
D10_7240198_고등학교,details/detail_part_003.parquet
D10_7240198_중학교,details/detail_part_003.parquet
D10_7240198_초등학교,details/detail_part_003.parquet
D10_7240199_고등학교,details/detail_part_003.parquet
D10_7240199_중학교,details/detail_part_003.parquet
D10_7240199_초등학교,details/detail_part_003.parquet
D10_7240200_고등학교,details/detail_part_003.parquet
D10_7240200_중학교,details/detail_part_003.parquet
D10_7240200_초등학교,details/detail_part_003.parquet
D10_7240201_고등학교,details/detail_part_003.parquet
D10_7240201_중학교,details/detail_part_003.parquet
D10_7240201_초등학교,details/detail_part_003.parquet
D10_7240202_고등학교,details/detail_part_003.parquet
D10_7240202_중학교,details/detail_part_003.parquet
D10_7240202_초등학교,details/detail_part_003.parquet
D10_7240203_고등학교,details/detail_part_003.parquet
D10_7240204_고등학교,details/detail_part_003.parquet
D10_7240205_고등학교,details/detail_part_003.parquet
D10_7240206_고등학교,details/detail_part_003.parquet
D10_7240207_고등학교,details/detail_part_003.parquet
D10_7240209_고등학교,details/detail_part_003.parquet
D10_7240213_고등학교,details/detail_part_003.parquet
D10_7240215_고등학교,details/detail_part_003.parquet
D10_7240216_고등학교,details/detail_part_003.parquet
D10_7240217_고등학교,details/detail_part_003.parquet
D10_7240218_고등학교,details/detail_part_003.parquet
D10_7240219_고등학교,details/detail_part_003.parquet
D10_7240222_고등학교,details/detail_part_003.parquet
D10_7240223_고등학교,details/detail_part_003.parquet
D10_7240224_고등학교,details/detail_part_003.parquet
D10_7240259_고등학교,details/detail_part_003.parquet
D10_7240270_고등학교,details/detail_part_003.parquet
D10_7240271_고등학교,details/detail_part_003.parquet
D10_7240272_고등학교,details/detail_part_003.parquet
D10_7240273_고등학교,details/detail_part_003.parquet
D10_7240276_고등학교,details/detail_part_003.parquet
D10_7240277_중학교,details/detail_part_003.parquet
D10_7240282_고등학교,details/detail_part_003.parquet
D10_7240283_고등학교,details/detail_part_003.parquet
D10_7240293_고등학교,details/detail_part_003.parquet
D10_7240294_고등학교,details/detail_part_003.parquet
D10_7240295_고등학교,details/detail_part_003.parquet
D10_7240296_고등학교,details/detail_part_003.parquet
D10_7240331_고등학교,details/detail_part_003.parquet
D10_7240356_고등학교,details/detail_part_003.parquet
D10_7240361_고등학교,details/detail_part_003.parquet
D10_7240361_중학교,details/detail_part_003.parquet
D10_7240361_초등학교,details/detail_part_003.parquet
D10_7240372_고등학교,details/detail_part_003.parquet
D10_7240394_고등학교,details/detail_part_003.parquet
D10_7240395_고등학교,details/detail_part_003.parquet
D10_7240400_고등학교,details/detail_part_003.parquet
D10_7240401_고등학교,details/detail_part_003.parquet
D10_7240402_고등학교,details/detail_part_003.parquet
D10_7240445_고등학교,details/detail_part_003.parquet
D10_7240450_고등학교,details/detail_part_003.parquet
D10_7240451_고등학교,details/detail_part_003.parquet
D10_7240451_중학교,details/detail_part_003.parquet
D10_7240451_초등학교,details/detail_part_003.parquet
D10_7240452_고등학교,details/detail_part_003.parquet
D10_7240453_고등학교,details/detail_part_003.parquet
D10_7240454_고등학교,details/detail_part_003.parquet
D10_7240455_고등학교,details/detail_part_003.parquet
D10_7240455_중학교,details/detail_part_003.parquet
D10_7240455_초등학교,details/detail_part_003.parquet
D10_7240459_고등학교,details/detail_part_003.parquet
D10_7240462_고등학교,details/detail_part_003.parquet
D10_7240463_고등학교,details/detail_part_003.parquet
D10_7240463_중학교,details/detail_part_003.parquet
D10_7240463_초등학교,details/detail_part_003.parquet
D10_7240496_고등학교,details/detail_part_003.parquet
D10_7240514_고등학교,details/detail_part_003.parquet
D10_7240516_고등학교,details/detail_part_003.parquet
D10_7240517_고등학교,details/detail_part_003.parquet
D10_7251009_중학교,details/detail_part_003.parquet
D10_7251010_중학교,details/detail_part_003.parquet
D10_7251011_중학교,details/detail_part_003.parquet
D10_7251012_중학교,details/detail_part_003.parquet
D10_7251013_중학교,details/detail_part_003.parquet
D10_7251015_중학교,details/detail_part_003.parquet
D10_7251016_중학교,details/detail_part_003.parquet
D10_7251017_중학교,details/detail_part_003.parquet
D10_7251018_중학교,details/detail_part_003.parquet
D10_7251019_중학교,details/detail_part_003.parquet
D10_7251020_중학교,details/detail_part_003.parquet
D10_7251022_중학교,details/detail_part_003.parquet
D10_7251023_중학교,details/detail_part_003.parquet
D10_7251024_중학교,details/detail_part_003.parquet
D10_7251025_중학교,details/detail_part_003.parquet
D10_7251026_중학교,details/detail_part_003.parquet
D10_7251027_중학교,details/detail_part_003.parquet
D10_7251028_중학교,details/detail_part_003.parquet
D10_7251029_중학교,details/detail_part_003.parquet
D10_7251030_중학교,details/detail_part_003.parquet
D10_7251031_중학교,details/detail_part_003.parquet
D10_7251032_중학교,details/detail_part_003.parquet
D10_7251033_중학교,details/detail_part_003.parquet
D10_7251034_중학교,details/detail_part_003.parquet
D10_7251035_중학교,details/detail_part_003.parquet
D10_7251036_중학교,details/detail_part_003.parquet
D10_7251037_중학교,details/detail_part_003.parquet
D10_7251038_중학교,details/detail_part_003.parquet
D10_7251039_중학교,details/detail_part_003.parquet
D10_7251040_중학교,details/detail_part_003.parquet
D10_7251041_중학교,details/detail_part_003.parquet
D10_7251042_중학교,details/detail_part_003.parquet
D10_7251043_중학교,details/detail_part_003.parquet
D10_7251044_중학교,details/detail_part_003.parquet
D10_7251045_중학교,details/detail_part_003.parquet
D10_7251046_중학교,details/detail_part_003.parquet
D10_7251047_초등학교,details/detail_part_003.parquet
D10_7251048_초등학교,details/detail_part_003.parquet
D10_7251049_초등학교,details/detail_part_003.parquet
D10_7251050_초등학교,details/detail_part_003.parquet
D10_7251051_초등학교,details/detail_part_003.parquet
D10_7251052_초등학교,details/detail_part_003.parquet
D10_7251053_초등학교,details/detail_part_003.parquet
D10_7251054_초등학교,details/detail_part_003.parquet
D10_7251055_초등학교,details/detail_part_003.parquet
D10_7251056_초등학교,details/detail_part_003.parquet
D10_7251057_초등학교,details/detail_part_003.parquet
D10_7251058_초등학교,details/detail_part_003.parquet
D10_7251059_초등학교,details/detail_part_003.parquet
D10_7251060_초등학교,details/detail_part_003.parquet
D10_7251061_초등학교,details/detail_part_003.parquet
D10_7251062_초등학교,details/detail_part_003.parquet
D10_7251063_초등학교,details/detail_part_003.parquet
D10_7251064_초등학교,details/detail_part_003.parquet
D10_7251065_초등학교,details/detail_part_003.parquet
D10_7251066_초등학교,details/detail_part_003.parquet
D10_7251067_초등학교,details/detail_part_003.parquet
D10_7251068_초등학교,details/detail_part_003.parquet
D10_7251069_초등학교,details/detail_part_003.parquet
D10_7251070_초등학교,details/detail_part_003.parquet
D10_7251071_초등학교,details/detail_part_003.parquet
D10_7251072_초등학교,details/detail_part_003.parquet
D10_7251073_초등학교,details/detail_part_003.parquet
D10_7251074_초등학교,details/detail_part_003.parquet
D10_7251075_초등학교,details/detail_part_003.parquet
D10_7251076_초등학교,details/detail_part_003.parquet
D10_7251077_초등학교,details/detail_part_003.parquet
D10_7251078_초등학교,details/detail_part_003.parquet
D10_7251079_초등학교,details/detail_part_003.parquet
D10_7251080_초등학교,details/detail_part_003.parquet
D10_7251081_초등학교,details/detail_part_003.parquet
D10_7251082_초등학교,details/detail_part_003.parquet
D10_7251083_초등학교,details/detail_part_003.parquet
D10_7251084_초등학교,details/detail_part_003.parquet
D10_7251085_초등학교,details/detail_part_003.parquet
D10_7251086_초등학교,details/detail_part_003.parquet
D10_7251087_초등학교,details/detail_part_003.parquet
D10_7251088_초등학교,details/detail_part_003.parquet
D10_7251089_초등학교,details/detail_part_003.parquet
D10_7251090_초등학교,details/detail_part_003.parquet
D10_7251091_초등학교,details/detail_part_003.parquet
D10_7251092_초등학교,details/detail_part_003.parquet
D10_7251093_초등학교,details/detail_part_003.parquet
D10_7251094_초등학교,details/detail_part_003.parquet
D10_7251095_초등학교,details/detail_part_003.parquet
D10_7251096_초등학교,details/detail_part_003.parquet
D10_7251097_초등학교,details/detail_part_003.parquet
D10_7251098_초등학교,details/detail_part_003.parquet
D10_7251099_초등학교,details/detail_part_003.parquet
D10_7251100_초등학교,details/detail_part_003.parquet
D10_7251101_초등학교,details/detail_part_003.parquet
D10_7251102_초등학교,details/detail_part_003.parquet
D10_7251103_초등학교,details/detail_part_003.parquet
D10_7251104_초등학교,details/detail_part_003.parquet
D10_7251105_초등학교,details/detail_part_003.parquet
D10_7251106_초등학교,details/detail_part_003.parquet
D10_7251107_초등학교,details/detail_part_003.parquet
D10_7251108_초등학교,details/detail_part_003.parquet
D10_7251109_초등학교,details/detail_part_003.parquet
D10_7251110_초등학교,details/detail_part_003.parquet
D10_7251111_초등학교,details/detail_part_003.parquet
D10_7251112_초등학교,details/detail_part_003.parquet
D10_7251113_초등학교,details/detail_part_003.parquet
D10_7251114_초등학교,details/detail_part_003.parquet
D10_7251116_초등학교,details/detail_part_003.parquet
D10_7251117_초등학교,details/detail_part_003.parquet
D10_7251118_초등학교,details/detail_part_003.parquet
D10_7251219_중학교,details/detail_part_003.parquet
D10_7251243_초등학교,details/detail_part_003.parquet
D10_7251245_초등학교,details/detail_part_003.parquet
D10_7251259_초등학교,details/detail_part_003.parquet
D10_7251268_초등학교,details/detail_part_003.parquet
D10_7251282_중학교,details/detail_part_003.parquet
D10_7251290_중학교,details/detail_part_003.parquet
D10_7251301_초등학교,details/detail_part_003.parquet
D10_7251302_중학교,details/detail_part_003.parquet
D10_7261009_중학교,details/detail_part_003.parquet
D10_7261010_중학교,details/detail_part_003.parquet
D10_7261011_중학교,details/detail_part_003.parquet
D10_7261012_중학교,details/detail_part_003.parquet
D10_7261013_중학교,details/detail_part_003.parquet
D10_7261015_중학교,details/detail_part_003.parquet
D10_7261016_중학교,details/detail_part_003.parquet
D10_7261017_중학교,details/detail_part_003.parquet
D10_7261018_중학교,details/detail_part_003.parquet
D10_7261020_중학교,details/detail_part_003.parquet
D10_7261021_중학교,details/detail_part_003.parquet
D10_7261022_중학교,details/detail_part_003.parquet
D10_7261023_중학교,details/detail_part_003.parquet
D10_7261024_중학교,details/detail_part_003.parquet
D10_7261025_중학교,details/detail_part_003.parquet
D10_7261026_중학교,details/detail_part_003.parquet
D10_7261028_중학교,details/detail_part_003.parquet
D10_7261029_중학교,details/detail_part_003.parquet
D10_7261031_중학교,details/detail_part_003.parquet
D10_7261032_중학교,details/detail_part_003.parquet
D10_7261033_중학교,details/detail_part_003.parquet
D10_7261034_중학교,details/detail_part_003.parquet
D10_7261035_중학교,details/detail_part_003.parquet
D10_7261036_중학교,details/detail_part_003.parquet
D10_7261037_중학교,details/detail_part_003.parquet
D10_7261039_중학교,details/detail_part_003.parquet
D10_7261040_초등학교,details/detail_part_003.parquet
D10_7261041_초등학교,details/detail_part_003.parquet
D10_7261042_초등학교,details/detail_part_003.parquet
D10_7261043_초등학교,details/detail_part_003.parquet
D10_7261044_초등학교,details/detail_part_003.parquet
D10_7261045_초등학교,details/detail_part_003.parquet
D10_7261046_초등학교,details/detail_part_003.parquet
D10_7261048_초등학교,details/detail_part_003.parquet
D10_7261049_초등학교,details/detail_part_003.parquet
D10_7261050_초등학교,details/detail_part_003.parquet
D10_7261051_초등학교,details/detail_part_003.parquet
D10_7261052_초등학교,details/detail_part_003.parquet
D10_7261053_초등학교,details/detail_part_003.parquet
D10_7261054_초등학교,details/detail_part_003.parquet
D10_7261055_초등학교,details/detail_part_003.parquet
D10_7261056_초등학교,details/detail_part_003.parquet
D10_7261057_초등학교,details/detail_part_003.parquet
D10_7261058_초등학교,details/detail_part_003.parquet
D10_7261059_초등학교,details/detail_part_003.parquet
D10_7261060_초등학교,details/detail_part_003.parquet
D10_7261062_초등학교,details/detail_part_003.parquet
D10_7261063_초등학교,details/detail_part_003.parquet
D10_7261064_초등학교,details/detail_part_003.parquet
D10_7261065_초등학교,details/detail_part_003.parquet
D10_7261066_초등학교,details/detail_part_003.parquet
D10_7261067_초등학교,details/detail_part_003.parquet
D10_7261069_초등학교,details/detail_part_003.parquet
D10_7261070_초등학교,details/detail_part_003.parquet
D10_7261071_초등학교,details/detail_part_003.parquet
D10_7261072_초등학교,details/detail_part_003.parquet
D10_7261073_초등학교,details/detail_part_003.parquet
D10_7261074_초등학교,details/detail_part_003.parquet
D10_7261075_초등학교,details/detail_part_003.parquet
D10_7261076_초등학교,details/detail_part_003.parquet
D10_7261077_초등학교,details/detail_part_003.parquet
D10_7261078_초등학교,details/detail_part_003.parquet
D10_7261079_초등학교,details/detail_part_003.parquet
D10_7261080_초등학교,details/detail_part_003.parquet
D10_7261081_초등학교,details/detail_part_003.parquet
D10_7261082_초등학교,details/detail_part_003.parquet
D10_7261083_초등학교,details/detail_part_003.parquet
D10_7261084_초등학교,details/detail_part_003.parquet
D10_7261085_초등학교,details/detail_part_003.parquet
D10_7261086_초등학교,details/detail_part_003.parquet
D10_7261087_초등학교,details/detail_part_003.parquet
D10_7261088_초등학교,details/detail_part_003.parquet
D10_7261089_초등학교,details/detail_part_003.parquet
D10_7261090_초등학교,details/detail_part_003.parquet
D10_7261091_초등학교,details/detail_part_003.parquet
D10_7261092_초등학교,details/detail_part_003.parquet
D10_7261093_초등학교,details/detail_part_003.parquet
D10_7261094_초등학교,details/detail_part_003.parquet
D10_7261199_중학교,details/detail_part_003.parquet
D10_7261210_초등학교,details/detail_part_003.parquet
D10_7261214_중학교,details/detail_part_003.parquet
D10_7261218_초등학교,details/detail_part_003.parquet
D10_7261219_중학교,details/detail_part_003.parquet
D10_7261225_초등학교,details/detail_part_003.parquet
D10_7261228_초등학교,details/detail_part_003.parquet
D10_7261232_중학교,details/detail_part_003.parquet
D10_7271009_중학교,details/detail_part_003.parquet
D10_7271010_중학교,details/detail_part_003.parquet
D10_7271011_중학교,details/detail_part_003.parquet
D10_7271012_중학교,details/detail_part_003.parquet
D10_7271014_중학교,details/detail_part_003.parquet
D10_7271018_중학교,details/detail_part_003.parquet
D10_7271019_중학교,details/detail_part_003.parquet
D10_7271020_중학교,details/detail_part_003.parquet
D10_7271021_중학교,details/detail_part_003.parquet
D10_7271022_중학교,details/detail_part_003.parquet
D10_7271023_중학교,details/detail_part_003.parquet
D10_7271024_중학교,details/detail_part_003.parquet
D10_7271025_중학교,details/detail_part_003.parquet
D10_7271026_중학교,details/detail_part_003.parquet
D10_7271027_중학교,details/detail_part_003.parquet
D10_7271028_중학교,details/detail_part_003.parquet
D10_7271030_중학교,details/detail_part_003.parquet
D10_7271032_중학교,details/detail_part_003.parquet
D10_7271033_중학교,details/detail_part_003.parquet
D10_7271034_중학교,details/detail_part_003.parquet
D10_7271035_중학교,details/detail_part_003.parquet
D10_7271039_중학교,details/detail_part_003.parquet
D10_7271040_중학교,details/detail_part_003.parquet
D10_7271041_중학교,details/detail_part_003.parquet
D10_7271042_중학교,details/detail_part_003.parquet
D10_7271043_중학교,details/detail_part_003.parquet
D10_7271044_중학교,details/detail_part_003.parquet
D10_7271045_중학교,details/detail_part_003.parquet
D10_7271046_중학교,details/detail_part_003.parquet
D10_7271047_중학교,details/detail_part_003.parquet
D10_7271048_초등학교,details/detail_part_003.parquet
D10_7271049_초등학교,details/detail_part_003.parquet
D10_7271050_초등학교,details/detail_part_003.parquet
D10_7271051_초등학교,details/detail_part_003.parquet
D10_7271052_초등학교,details/detail_part_003.parquet
D10_7271053_초등학교,details/detail_part_003.parquet
D10_7271054_초등학교,details/detail_part_003.parquet
D10_7271055_초등학교,details/detail_part_003.parquet
D10_7271056_초등학교,details/detail_part_003.parquet
D10_7271057_초등학교,details/detail_part_003.parquet
D10_7271058_초등학교,details/detail_part_003.parquet
D10_7271059_초등학교,details/detail_part_003.parquet
D10_7271060_초등학교,details/detail_part_003.parquet
D10_7271061_초등학교,details/detail_part_003.parquet
D10_7271062_초등학교,details/detail_part_003.parquet
D10_7271063_초등학교,details/detail_part_003.parquet
D10_7271064_초등학교,details/detail_part_003.parquet
D10_7271065_초등학교,details/detail_part_003.parquet
D10_7271066_초등학교,details/detail_part_003.parquet
D10_7271067_초등학교,details/detail_part_003.parquet
D10_7271068_초등학교,details/detail_part_003.parquet
D10_7271069_초등학교,details/detail_part_003.parquet
D10_7271070_초등학교,details/detail_part_003.parquet
D10_7271071_초등학교,details/detail_part_003.parquet
D10_7271072_초등학교,details/detail_part_003.parquet
D10_7271073_초등학교,details/detail_part_003.parquet
D10_7271074_초등학교,details/detail_part_003.parquet
D10_7271075_초등학교,details/detail_part_003.parquet
D10_7271076_초등학교,details/detail_part_003.parquet
D10_7271077_초등학교,details/detail_part_003.parquet
D10_7271078_초등학교,details/detail_part_003.parquet
D10_7271079_초등학교,details/detail_part_003.parquet
D10_7271080_초등학교,details/detail_part_003.parquet
D10_7271081_초등학교,details/detail_part_003.parquet
D10_7271082_초등학교,details/detail_part_003.parquet
D10_7271083_초등학교,details/detail_part_003.parquet
D10_7271084_초등학교,details/detail_part_003.parquet
D10_7271085_초등학교,details/detail_part_003.parquet
D10_7271086_초등학교,details/detail_part_003.parquet
D10_7271087_초등학교,details/detail_part_003.parquet
D10_7271088_초등학교,details/detail_part_003.parquet
D10_7271089_초등학교,details/detail_part_003.parquet
D10_7271090_초등학교,details/detail_part_003.parquet
D10_7271091_초등학교,details/detail_part_003.parquet
D10_7271092_초등학교,details/detail_part_003.parquet
D10_7271093_초등학교,details/detail_part_003.parquet
D10_7271094_초등학교,details/detail_part_003.parquet
D10_7271095_초등학교,details/detail_part_003.parquet
D10_7271096_초등학교,details/detail_part_003.parquet
D10_7271097_초등학교,details/detail_part_003.parquet
D10_7271098_초등학교,details/detail_part_003.parquet
D10_7271099_초등학교,details/detail_part_003.parquet
D10_7271100_초등학교,details/detail_part_003.parquet
D10_7271101_초등학교,details/detail_part_003.parquet
D10_7271102_초등학교,details/detail_part_003.parquet
D10_7271103_초등학교,details/detail_part_003.parquet
D10_7271104_초등학교,details/detail_part_003.parquet
D10_7271105_초등학교,details/detail_part_003.parquet
D10_7271106_초등학교,details/detail_part_003.parquet
D10_7271107_초등학교,details/detail_part_003.parquet
D10_7271108_초등학교,details/detail_part_003.parquet
D10_7271200_초등학교,details/detail_part_003.parquet
D10_7271208_중학교,details/detail_part_003.parquet
D10_7271215_초등학교,details/detail_part_003.parquet
D10_7271235_초등학교,details/detail_part_003.parquet
D10_7271244_중학교,details/detail_part_003.parquet
D10_7271245_중학교,details/detail_part_003.parquet
D10_7271250_초등학교,details/detail_part_003.parquet
D10_7271253_중학교,details/detail_part_003.parquet
D10_7271256_중학교,details/detail_part_003.parquet
D10_7271258_초등학교,details/detail_part_003.parquet
D10_7281003_중학교,details/detail_part_003.parquet
D10_7281004_중학교,details/detail_part_003.parquet
D10_7281005_중학교,details/detail_part_003.parquet
D10_7281006_중학교,details/detail_part_003.parquet
D10_7281007_중학교,details/detail_part_003.parquet
D10_7281008_중학교,details/detail_part_003.parquet
D10_7281009_중학교,details/detail_part_003.parquet
D10_7281010_중학교,details/detail_part_003.parquet
D10_7281011_중학교,details/detail_part_003.parquet
D10_7281012_중학교,details/detail_part_003.parquet
D10_7281013_중학교,details/detail_part_003.parquet
D10_7281014_중학교,details/detail_part_003.parquet
D10_7281015_중학교,details/detail_part_003.parquet
D10_7281016_중학교,details/detail_part_003.parquet
D10_7281017_초등학교,details/detail_part_003.parquet
D10_7281018_초등학교,details/detail_part_003.parquet
D10_7281019_초등학교,details/detail_part_003.parquet
D10_7281020_초등학교,details/detail_part_003.parquet
D10_7281021_초등학교,details/detail_part_003.parquet
D10_7281022_초등학교,details/detail_part_003.parquet
D10_7281023_초등학교,details/detail_part_003.parquet
D10_7281024_초등학교,details/detail_part_003.parquet
D10_7281025_초등학교,details/detail_part_003.parquet
D10_7281026_초등학교,details/detail_part_003.parquet
D10_7281027_초등학교,details/detail_part_003.parquet
D10_7281028_초등학교,details/detail_part_003.parquet
D10_7281029_초등학교,details/detail_part_003.parquet
D10_7281030_초등학교,details/detail_part_003.parquet
D10_7281031_초등학교,details/detail_part_003.parquet
D10_7281032_초등학교,details/detail_part_003.parquet
D10_7281033_초등학교,details/detail_part_003.parquet
D10_7281034_초등학교,details/detail_part_003.parquet
D10_7281035_초등학교,details/detail_part_003.parquet
D10_7281036_초등학교,details/detail_part_003.parquet
D10_7281037_초등학교,details/detail_part_003.parquet
D10_7281038_초등학교,details/detail_part_003.parquet
D10_7281039_초등학교,details/detail_part_003.parquet
D10_7281040_초등학교,details/detail_part_003.parquet
D10_7281041_초등학교,details/detail_part_003.parquet
D10_7281102_초등학교,details/detail_part_003.parquet
D10_7281103_초등학교,details/detail_part_003.parquet
D10_7281104_초등학교,details/detail_part_003.parquet
D10_7281105_초등학교,details/detail_part_003.parquet
D10_7281109_중학교,details/detail_part_003.parquet
D10_7281110_초등학교,details/detail_part_003.parquet
D10_7281111_초등학교,details/detail_part_003.parquet
D10_7281112_초등학교,details/detail_part_003.parquet
D10_7281118_중학교,details/detail_part_003.parquet
D10_7281119_중학교,details/detail_part_003.parquet
D10_7281123_중학교,details/detail_part_003.parquet
D10_7281127_초등학교,details/detail_part_003.parquet
D10_8862003_중학교,details/detail_part_003.parquet
D10_8862005_중학교,details/detail_part_003.parquet
D10_8862006_중학교,details/detail_part_003.parquet
D10_8862008_초등학교,details/detail_part_003.parquet
D10_8862009_초등학교,details/detail_part_003.parquet
D10_8862010_초등학교,details/detail_part_003.parquet
D10_8862011_초등학교,details/detail_part_003.parquet
D10_8862012_초등학교,details/detail_part_003.parquet
D10_8862014_초등학교,details/detail_part_003.parquet
D10_8862024_초등학교,details/detail_part_003.parquet
D10_8862025_초등학교,details/detail_part_003.parquet
D10_8862026_초등학교,details/detail_part_003.parquet
D10_8862027_초등학교,details/detail_part_003.parquet
D10_8862029_중학교,details/detail_part_003.parquet
D10_8862031_중학교,details/detail_part_003.parquet
D10_8862032_초등학교,details/detail_part_003.parquet
D10_8862033_초등학교,details/detail_part_003.parquet
D10_8862034_초등학교,details/detail_part_003.parquet
D10_8862035_초등학교,details/detail_part_003.parquet
E10_1192069_고등학교,details/detail_part_003.parquet
