분석단위ID,detail_file
J10_7621097_초등학교,details/detail_part_008.parquet
J10_7621098_초등학교,details/detail_part_008.parquet
J10_7621099_초등학교,details/detail_part_008.parquet
J10_7621100_초등학교,details/detail_part_008.parquet
J10_7621101_초등학교,details/detail_part_008.parquet
J10_7621102_초등학교,details/detail_part_008.parquet
J10_7621103_초등학교,details/detail_part_008.parquet
J10_7621104_초등학교,details/detail_part_008.parquet
J10_7621105_초등학교,details/detail_part_008.parquet
J10_7621106_초등학교,details/detail_part_008.parquet
J10_7621151_초등학교,details/detail_part_008.parquet
J10_7621152_초등학교,details/detail_part_008.parquet
J10_7621162_초등학교,details/detail_part_008.parquet
J10_7621164_초등학교,details/detail_part_008.parquet
J10_7621165_초등학교,details/detail_part_008.parquet
J10_7621166_초등학교,details/detail_part_008.parquet
J10_7621167_중학교,details/detail_part_008.parquet
J10_7621168_중학교,details/detail_part_008.parquet
J10_7621178_초등학교,details/detail_part_008.parquet
J10_7621179_초등학교,details/detail_part_008.parquet
J10_7621180_중학교,details/detail_part_008.parquet
J10_7621181_중학교,details/detail_part_008.parquet
J10_7621185_초등학교,details/detail_part_008.parquet
J10_7621186_중학교,details/detail_part_008.parquet
J10_7621187_중학교,details/detail_part_008.parquet
J10_7621288_초등학교,details/detail_part_008.parquet
J10_7621289_초등학교,details/detail_part_008.parquet
J10_7621290_중학교,details/detail_part_008.parquet
J10_7621292_초등학교,details/detail_part_008.parquet
J10_7621293_중학교,details/detail_part_008.parquet
J10_7621297_초등학교,details/detail_part_008.parquet
J10_7621298_초등학교,details/detail_part_008.parquet
J10_7621299_중학교,details/detail_part_008.parquet
J10_7621314_중학교,details/detail_part_008.parquet
J10_7621316_초등학교,details/detail_part_008.parquet
J10_7621320_중학교,details/detail_part_008.parquet
J10_7621326_초등학교,details/detail_part_008.parquet
J10_7621327_중학교,details/detail_part_008.parquet
J10_7621331_중학교,details/detail_part_008.parquet
J10_7621342_초등학교,details/detail_part_008.parquet
J10_7621360_초등학교,details/detail_part_008.parquet
J10_7621361_초등학교,details/detail_part_008.parquet
J10_7621362_초등학교,details/detail_part_008.parquet
J10_7621364_초등학교,details/detail_part_008.parquet
J10_7621365_중학교,details/detail_part_008.parquet
J10_7621369_초등학교,details/detail_part_008.parquet
J10_7621372_초등학교,details/detail_part_008.parquet
J10_7621375_중학교,details/detail_part_008.parquet
J10_7621394_초등학교,details/detail_part_008.parquet
J10_7621395_중학교,details/detail_part_008.parquet
J10_7621397_초등학교,details/detail_part_008.parquet
J10_7621407_초등학교,details/detail_part_008.parquet
J10_7621408_중학교,details/detail_part_008.parquet
J10_7631003_중학교,details/detail_part_008.parquet
J10_7631004_중학교,details/detail_part_008.parquet
J10_7631005_중학교,details/detail_part_008.parquet
J10_7631006_중학교,details/detail_part_008.parquet
J10_7631007_중학교,details/detail_part_008.parquet
J10_7631008_중학교,details/detail_part_008.parquet
J10_7631009_중학교,details/detail_part_008.parquet
J10_7631010_중학교,details/detail_part_008.parquet
J10_7631011_중학교,details/detail_part_008.parquet
J10_7631012_중학교,details/detail_part_008.parquet
J10_7631013_중학교,details/detail_part_008.parquet
J10_7631014_중학교,details/detail_part_008.parquet
J10_7631015_중학교,details/detail_part_008.parquet
J10_7631016_중학교,details/detail_part_008.parquet
J10_7631017_중학교,details/detail_part_008.parquet
J10_7631018_중학교,details/detail_part_008.parquet
J10_7631019_중학교,details/detail_part_008.parquet
J10_7631020_중학교,details/detail_part_008.parquet
J10_7631021_초등학교,details/detail_part_008.parquet
J10_7631022_초등학교,details/detail_part_008.parquet
J10_7631023_초등학교,details/detail_part_008.parquet
J10_7631024_초등학교,details/detail_part_008.parquet
J10_7631025_초등학교,details/detail_part_008.parquet
J10_7631026_초등학교,details/detail_part_008.parquet
J10_7631027_초등학교,details/detail_part_008.parquet
J10_7631028_초등학교,details/detail_part_008.parquet
J10_7631029_초등학교,details/detail_part_008.parquet
J10_7631030_초등학교,details/detail_part_008.parquet
J10_7631031_초등학교,details/detail_part_008.parquet
J10_7631032_초등학교,details/detail_part_008.parquet
J10_7631033_초등학교,details/detail_part_008.parquet
J10_7631034_초등학교,details/detail_part_008.parquet
J10_7631035_초등학교,details/detail_part_008.parquet
J10_7631036_초등학교,details/detail_part_008.parquet
J10_7631037_초등학교,details/detail_part_008.parquet
J10_7631038_초등학교,details/detail_part_008.parquet
J10_7631039_초등학교,details/detail_part_008.parquet
J10_7631040_초등학교,details/detail_part_008.parquet
J10_7631041_초등학교,details/detail_part_008.parquet
J10_7631042_초등학교,details/detail_part_008.parquet
J10_7631043_초등학교,details/detail_part_008.parquet
J10_7631044_초등학교,details/detail_part_008.parquet
J10_7631045_초등학교,details/detail_part_008.parquet
J10_7631046_초등학교,details/detail_part_008.parquet
J10_7631047_초등학교,details/detail_part_008.parquet
J10_7631048_초등학교,details/detail_part_008.parquet
J10_7631049_초등학교,details/detail_part_008.parquet
J10_7631050_초등학교,details/detail_part_008.parquet
J10_7631051_초등학교,details/detail_part_008.parquet
J10_7631052_초등학교,details/detail_part_008.parquet
J10_7631053_초등학교,details/detail_part_008.parquet
J10_7631054_초등학교,details/detail_part_008.parquet
J10_7631055_초등학교,details/detail_part_008.parquet
J10_7631056_초등학교,details/detail_part_008.parquet
J10_7631057_초등학교,details/detail_part_008.parquet
J10_7631058_초등학교,details/detail_part_008.parquet
J10_7631059_초등학교,details/detail_part_008.parquet
J10_7631060_초등학교,details/detail_part_008.parquet
J10_7631061_초등학교,details/detail_part_008.parquet
J10_7631062_초등학교,details/detail_part_008.parquet
J10_7631063_초등학교,details/detail_part_008.parquet
J10_7631064_초등학교,details/detail_part_008.parquet
J10_7631065_초등학교,details/detail_part_008.parquet
J10_7631066_초등학교,details/detail_part_008.parquet
J10_7631068_초등학교,details/detail_part_008.parquet
J10_7631069_초등학교,details/detail_part_008.parquet
J10_7631070_초등학교,details/detail_part_008.parquet
J10_7631119_중학교,details/detail_part_008.parquet
J10_7631121_초등학교,details/detail_part_008.parquet
J10_7631122_중학교,details/detail_part_008.parquet
J10_7631123_초등학교,details/detail_part_008.parquet
J10_7631124_중학교,details/detail_part_008.parquet
J10_7631125_중학교,details/detail_part_008.parquet
J10_7631134_초등학교,details/detail_part_008.parquet
J10_7631177_초등학교,details/detail_part_008.parquet
J10_7631178_초등학교,details/detail_part_008.parquet
J10_7631183_중학교,details/detail_part_008.parquet
J10_7631188_초등학교,details/detail_part_008.parquet
J10_7631198_초등학교,details/detail_part_008.parquet
J10_7631205_초등학교,details/detail_part_008.parquet
J10_7631209_초등학교,details/detail_part_008.parquet
J10_7631212_초등학교,details/detail_part_008.parquet
J10_7631216_중학교,details/detail_part_008.parquet
J10_7631217_초등학교,details/detail_part_008.parquet
J10_7631222_초등학교,details/detail_part_008.parquet
J10_7631223_중학교,details/detail_part_008.parquet
J10_7631226_초등학교,details/detail_part_008.parquet
J10_7631227_초등학교,details/detail_part_008.parquet
J10_7631231_초등학교,details/detail_part_008.parquet
J10_7631242_초등학교,details/detail_part_008.parquet
J10_7631262_초등학교,details/detail_part_008.parquet
J10_7631263_초등학교,details/detail_part_008.parquet
J10_7631265_중학교,details/detail_part_008.parquet
J10_7631266_중학교,details/detail_part_008.parquet
J10_7631268_초등학교,details/detail_part_008.parquet
J10_7631269_중학교,details/detail_part_008.parquet
J10_7631275_초등학교,details/detail_part_008.parquet
J10_7631276_초등학교,details/detail_part_008.parquet
J10_7631277_초등학교,details/detail_part_008.parquet
J10_7631278_중학교,details/detail_part_008.parquet
J10_7631282_초등학교,details/detail_part_008.parquet
J10_7631283_중학교,details/detail_part_008.parquet
J10_7631289_초등학교,details/detail_part_008.parquet
J10_7631290_초등학교,details/detail_part_008.parquet
J10_7631291_중학교,details/detail_part_008.parquet
J10_7642003_초등학교,details/detail_part_008.parquet
J10_7642004_초등학교,details/detail_part_008.parquet
J10_7642005_초등학교,details/detail_part_008.parquet
J10_7642006_초등학교,details/detail_part_008.parquet
J10_7642007_초등학교,details/detail_part_008.parquet
J10_7642008_초등학교,details/detail_part_008.parquet
J10_7642009_초등학교,details/detail_part_008.parquet
J10_7642010_초등학교,details/detail_part_008.parquet
J10_7642011_초등학교,details/detail_part_008.parquet
J10_7642012_초등학교,details/detail_part_008.parquet
J10_7642013_초등학교,details/detail_part_008.parquet
J10_7642014_초등학교,details/detail_part_008.parquet
J10_7642015_초등학교,details/detail_part_008.parquet
J10_7642016_초등학교,details/detail_part_008.parquet
J10_7642017_초등학교,details/detail_part_008.parquet
J10_7642018_초등학교,details/detail_part_008.parquet
J10_7642019_초등학교,details/detail_part_008.parquet
J10_7642020_초등학교,details/detail_part_008.parquet
J10_7642021_초등학교,details/detail_part_008.parquet
J10_7642022_초등학교,details/detail_part_008.parquet
J10_7642023_초등학교,details/detail_part_008.parquet
J10_7642024_초등학교,details/detail_part_008.parquet
J10_7642025_초등학교,details/detail_part_008.parquet
J10_7642026_초등학교,details/detail_part_008.parquet
J10_7642027_초등학교,details/detail_part_008.parquet
J10_7642028_초등학교,details/detail_part_008.parquet
J10_7642029_초등학교,details/detail_part_008.parquet
J10_7642030_초등학교,details/detail_part_008.parquet
J10_7642031_초등학교,details/detail_part_008.parquet
J10_7642032_초등학교,details/detail_part_008.parquet
J10_7642033_초등학교,details/detail_part_008.parquet
J10_7642034_초등학교,details/detail_part_008.parquet
J10_7642035_중학교,details/detail_part_008.parquet
J10_7642036_중학교,details/detail_part_008.parquet
J10_7642037_중학교,details/detail_part_008.parquet
J10_7642038_중학교,details/detail_part_008.parquet
J10_7642039_중학교,details/detail_part_008.parquet
J10_7642040_중학교,details/detail_part_008.parquet
J10_7642041_중학교,details/detail_part_008.parquet
J10_7642042_중학교,details/detail_part_008.parquet
J10_7642043_중학교,details/detail_part_008.parquet
J10_7642044_중학교,details/detail_part_008.parquet
J10_7642045_중학교,details/detail_part_008.parquet
J10_7642046_중학교,details/detail_part_008.parquet
J10_7642047_중학교,details/detail_part_008.parquet
J10_7642048_중학교,details/detail_part_008.parquet
J10_7642049_중학교,details/detail_part_008.parquet
J10_7642050_중학교,details/detail_part_008.parquet
J10_7642073_중학교,details/detail_part_008.parquet
J10_7642075_초등학교,details/detail_part_008.parquet
J10_7642076_초등학교,details/detail_part_008.parquet
J10_7642077_초등학교,details/detail_part_008.parquet
J10_7642121_초등학교,details/detail_part_008.parquet
J10_7642122_초등학교,details/detail_part_008.parquet
J10_7642123_중학교,details/detail_part_008.parquet
J10_7642124_중학교,details/detail_part_008.parquet
J10_7642126_초등학교,details/detail_part_008.parquet
J10_7642128_초등학교,details/detail_part_008.parquet
J10_7642141_초등학교,details/detail_part_008.parquet
J10_7642143_초등학교,details/detail_part_008.parquet
J10_7642151_중학교,details/detail_part_008.parquet
J10_7652009_초등학교,details/detail_part_008.parquet
J10_7652010_초등학교,details/detail_part_008.parquet
J10_7652011_초등학교,details/detail_part_008.parquet
J10_7652013_중학교,details/detail_part_008.parquet
J10_7652014_초등학교,details/detail_part_008.parquet
J10_7652016_중학교,details/detail_part_008.parquet
J10_7652017_초등학교,details/detail_part_008.parquet
J10_7652019_중학교,details/detail_part_008.parquet
J10_7652020_중학교,details/detail_part_008.parquet
J10_7652021_초등학교,details/detail_part_008.parquet
J10_7652023_초등학교,details/detail_part_008.parquet
J10_7652025_중학교,details/detail_part_008.parquet
J10_7652026_초등학교,details/detail_part_008.parquet
J10_7652028_초등학교,details/detail_part_008.parquet
J10_7652030_초등학교,details/detail_part_008.parquet
J10_7652031_초등학교,details/detail_part_008.parquet
J10_7652033_초등학교,details/detail_part_008.parquet
J10_7652035_초등학교,details/detail_part_008.parquet
J10_7652037_초등학교,details/detail_part_008.parquet
J10_7652038_초등학교,details/detail_part_008.parquet
J10_7652040_초등학교,details/detail_part_008.parquet
J10_7652041_초등학교,details/detail_part_008.parquet
J10_7652043_초등학교,details/detail_part_008.parquet
J10_7652045_초등학교,details/detail_part_008.parquet
J10_7652047_초등학교,details/detail_part_008.parquet
J10_7652049_초등학교,details/detail_part_008.parquet
J10_7652051_초등학교,details/detail_part_008.parquet
J10_7652053_중학교,details/detail_part_008.parquet
J10_7652054_초등학교,details/detail_part_008.parquet
J10_7652056_중학교,details/detail_part_008.parquet
J10_7652057_초등학교,details/detail_part_008.parquet
J10_7652059_초등학교,details/detail_part_008.parquet
J10_7652061_초등학교,details/detail_part_008.parquet
J10_7652063_초등학교,details/detail_part_008.parquet
J10_7652065_중학교,details/detail_part_008.parquet
J10_7652066_초등학교,details/detail_part_008.parquet
J10_7652068_초등학교,details/detail_part_008.parquet
J10_7652070_중학교,details/detail_part_008.parquet
J10_7652071_중학교,details/detail_part_008.parquet
J10_7652072_초등학교,details/detail_part_008.parquet
J10_7652076_중학교,details/detail_part_008.parquet
J10_7652077_초등학교,details/detail_part_008.parquet
J10_7652079_중학교,details/detail_part_008.parquet
J10_7652080_초등학교,details/detail_part_008.parquet
J10_7652082_초등학교,details/detail_part_008.parquet
J10_7652084_초등학교,details/detail_part_008.parquet
J10_7652085_중학교,details/detail_part_008.parquet
J10_7652086_중학교,details/detail_part_008.parquet
J10_7652087_초등학교,details/detail_part_008.parquet
J10_7652089_초등학교,details/detail_part_008.parquet
J10_7652090_초등학교,details/detail_part_008.parquet
J10_7652092_중학교,details/detail_part_008.parquet
J10_7652093_초등학교,details/detail_part_008.parquet
J10_7652094_중학교,details/detail_part_008.parquet
J10_7652095_초등학교,details/detail_part_008.parquet
J10_7652096_초등학교,details/detail_part_008.parquet
J10_7652097_중학교,details/detail_part_008.parquet
J10_7652098_중학교,details/detail_part_008.parquet
J10_7652099_초등학교,details/detail_part_008.parquet
J10_7652101_중학교,details/detail_part_008.parquet
J10_7652102_초등학교,details/detail_part_008.parquet
J10_7652104_초등학교,details/detail_part_008.parquet
J10_7652106_중학교,details/detail_part_008.parquet
J10_7652107_초등학교,details/detail_part_008.parquet
J10_7652109_중학교,details/detail_part_008.parquet
J10_7652110_초등학교,details/detail_part_008.parquet
J10_7652112_초등학교,details/detail_part_008.parquet
J10_7652114_중학교,details/detail_part_008.parquet
J10_7652115_초등학교,details/detail_part_008.parquet
J10_7652117_초등학교,details/detail_part_008.parquet
J10_7652119_초등학교,details/detail_part_008.parquet
J10_7652121_중학교,details/detail_part_008.parquet
J10_7652122_초등학교,details/detail_part_008.parquet
J10_7652124_중학교,details/detail_part_008.parquet
J10_7652125_초등학교,details/detail_part_008.parquet
J10_7652127_초등학교,details/detail_part_008.parquet
J10_7652129_중학교,details/detail_part_008.parquet
J10_7652130_초등학교,details/detail_part_008.parquet
J10_7652132_중학교,details/detail_part_008.parquet
J10_7652133_초등학교,details/detail_part_008.parquet
J10_7652135_중학교,details/detail_part_008.parquet
J10_7652136_초등학교,details/detail_part_008.parquet
J10_7652138_중학교,details/detail_part_008.parquet
J10_7652139_초등학교,details/detail_part_008.parquet
J10_7652141_초등학교,details/detail_part_008.parquet
J10_7652143_초등학교,details/detail_part_008.parquet
J10_7652145_중학교,details/detail_part_008.parquet
J10_7652146_초등학교,details/detail_part_008.parquet
J10_7652148_중학교,details/detail_part_008.parquet
J10_7652149_초등학교,details/detail_part_008.parquet
J10_7652156_중학교,details/detail_part_008.parquet
J10_7652161_초등학교,details/detail_part_008.parquet
J10_7652162_초등학교,details/detail_part_008.parquet
J10_7652163_중학교,details/detail_part_008.parquet
J10_7652164_중학교,details/detail_part_008.parquet
J10_7652166_초등학교,details/detail_part_008.parquet
J10_7652167_초등학교,details/detail_part_008.parquet
J10_7652168_초등학교,details/detail_part_008.parquet
J10_7652169_초등학교,details/detail_part_008.parquet
J10_7652170_중학교,details/detail_part_008.parquet
J10_7652171_중학교,details/detail_part_008.parquet
J10_7652237_초등학교,details/detail_part_008.parquet
J10_7652238_초등학교,details/detail_part_008.parquet
J10_7652239_초등학교,details/detail_part_008.parquet
J10_7652240_초등학교,details/detail_part_008.parquet
J10_7652241_중학교,details/detail_part_008.parquet
J10_7652249_초등학교,details/detail_part_008.parquet
J10_7652250_중학교,details/detail_part_008.parquet
J10_7652261_초등학교,details/detail_part_008.parquet
J10_7652262_초등학교,details/detail_part_008.parquet
J10_7652263_중학교,details/detail_part_008.parquet
J10_7652272_중학교,details/detail_part_008.parquet
J10_7652273_초등학교,details/detail_part_008.parquet
J10_7652274_초등학교,details/detail_part_008.parquet
J10_7652275_초등학교,details/detail_part_008.parquet
J10_7652287_중학교,details/detail_part_008.parquet
J10_7652288_초등학교,details/detail_part_008.parquet
J10_7652291_중학교,details/detail_part_008.parquet
J10_7652294_초등학교,details/detail_part_008.parquet
J10_7652298_중학교,details/detail_part_008.parquet
J10_7652300_초등학교,details/detail_part_008.parquet
J10_7652304_초등학교,details/detail_part_008.parquet
J10_7652305_초등학교,details/detail_part_008.parquet
J10_7652309_중학교,details/detail_part_008.parquet
J10_7652311_초등학교,details/detail_part_008.parquet
J10_7652318_초등학교,details/detail_part_008.parquet
J10_7652319_중학교,details/detail_part_008.parquet
J10_7652324_초등학교,details/detail_part_008.parquet
J10_7652326_초등학교,details/detail_part_008.parquet
J10_7652343_중학교,details/detail_part_008.parquet
J10_7652350_중학교,details/detail_part_008.parquet
J10_7661004_중학교,details/detail_part_008.parquet
J10_7661005_중학교,details/detail_part_008.parquet
J10_7661006_중학교,details/detail_part_008.parquet
J10_7661007_중학교,details/detail_part_008.parquet
J10_7661008_중학교,details/detail_part_008.parquet
J10_7661009_중학교,details/detail_part_008.parquet
J10_7661010_중학교,details/detail_part_008.parquet
J10_7661011_중학교,details/detail_part_008.parquet
J10_7661012_중학교,details/detail_part_008.parquet
J10_7661013_중학교,details/detail_part_008.parquet
J10_7661014_중학교,details/detail_part_008.parquet
J10_7661015_중학교,details/detail_part_008.parquet
J10_7661016_초등학교,details/detail_part_008.parquet
J10_7661017_초등학교,details/detail_part_008.parquet
J10_7661018_초등학교,details/detail_part_008.parquet
J10_7661019_초등학교,details/detail_part_008.parquet
J10_7661020_초등학교,details/detail_part_008.parquet
J10_7661021_초등학교,details/detail_part_008.parquet
J10_7661022_초등학교,details/detail_part_008.parquet
J10_7661023_초등학교,details/detail_part_008.parquet
J10_7661024_초등학교,details/detail_part_008.parquet
J10_7661025_초등학교,details/detail_part_008.parquet
J10_7661026_초등학교,details/detail_part_008.parquet
J10_7661027_초등학교,details/detail_part_008.parquet
J10_7661028_초등학교,details/detail_part_008.parquet
J10_7661029_초등학교,details/detail_part_008.parquet
J10_7661030_초등학교,details/detail_part_008.parquet
J10_7661031_초등학교,details/detail_part_008.parquet
J10_7661032_초등학교,details/detail_part_008.parquet
J10_7661033_초등학교,details/detail_part_008.parquet
J10_7661034_초등학교,details/detail_part_008.parquet
J10_7661035_초등학교,details/detail_part_008.parquet
J10_7661036_초등학교,details/detail_part_008.parquet
J10_7661037_초등학교,details/detail_part_008.parquet
J10_7661038_초등학교,details/detail_part_008.parquet
J10_7661039_초등학교,details/detail_part_008.parquet
J10_7661042_초등학교,details/detail_part_008.parquet
J10_7661072_중학교,details/detail_part_008.parquet
J10_7661094_중학교,details/detail_part_008.parquet
J10_7679009_초등학교,details/detail_part_008.parquet
J10_7679010_초등학교,details/detail_part_008.parquet
J10_7679011_초등학교,details/detail_part_008.parquet
J10_7679012_초등학교,details/detail_part_008.parquet
J10_7679013_초등학교,details/detail_part_008.parquet
J10_7679014_초등학교,details/detail_part_008.parquet
J10_7679015_초등학교,details/detail_part_008.parquet
J10_7679016_초등학교,details/detail_part_008.parquet
J10_7679017_초등학교,details/detail_part_008.parquet
J10_7679018_초등학교,details/detail_part_008.parquet
J10_7679019_초등학교,details/detail_part_008.parquet
J10_7679020_초등학교,details/detail_part_008.parquet
J10_7679021_초등학교,details/detail_part_008.parquet
J10_7679022_초등학교,details/detail_part_008.parquet
J10_7679023_초등학교,details/detail_part_008.parquet
J10_7679024_초등학교,details/detail_part_008.parquet
J10_7679025_초등학교,details/detail_part_008.parquet
J10_7679026_초등학교,details/detail_part_008.parquet
J10_7679027_초등학교,details/detail_part_008.parquet
J10_7679028_초등학교,details/detail_part_008.parquet
J10_7679029_초등학교,details/detail_part_008.parquet
J10_7679030_초등학교,details/detail_part_008.parquet
J10_7679031_초등학교,details/detail_part_008.parquet
J10_7679032_초등학교,details/detail_part_008.parquet
J10_7679033_초등학교,details/detail_part_008.parquet
J10_7679034_초등학교,details/detail_part_008.parquet
J10_7679035_초등학교,details/detail_part_008.parquet
J10_7679036_초등학교,details/detail_part_008.parquet
J10_7679037_초등학교,details/detail_part_008.parquet
J10_7679038_초등학교,details/detail_part_008.parquet
J10_7679039_초등학교,details/detail_part_008.parquet
J10_7679040_초등학교,details/detail_part_008.parquet
J10_7679041_초등학교,details/detail_part_008.parquet
J10_7679042_초등학교,details/detail_part_008.parquet
J10_7679043_초등학교,details/detail_part_008.parquet
J10_7679044_초등학교,details/detail_part_008.parquet
J10_7679045_초등학교,details/detail_part_008.parquet
J10_7679046_초등학교,details/detail_part_008.parquet
J10_7679047_초등학교,details/detail_part_008.parquet
J10_7679048_초등학교,details/detail_part_008.parquet
J10_7679049_초등학교,details/detail_part_008.parquet
J10_7679050_초등학교,details/detail_part_008.parquet
J10_7679051_초등학교,details/detail_part_008.parquet
J10_7679052_초등학교,details/detail_part_008.parquet
J10_7679053_초등학교,details/detail_part_008.parquet
J10_7679054_초등학교,details/detail_part_008.parquet
J10_7679055_초등학교,details/detail_part_008.parquet
J10_7679056_초등학교,details/detail_part_008.parquet
J10_7679057_초등학교,details/detail_part_008.parquet
J10_7679058_초등학교,details/detail_part_008.parquet
J10_7679059_초등학교,details/detail_part_008.parquet
J10_7679060_초등학교,details/detail_part_008.parquet
J10_7679061_초등학교,details/detail_part_008.parquet
J10_7679062_초등학교,details/detail_part_008.parquet
J10_7679063_초등학교,details/detail_part_008.parquet
J10_7679064_초등학교,details/detail_part_008.parquet
J10_7679065_초등학교,details/detail_part_008.parquet
J10_7679066_초등학교,details/detail_part_008.parquet
J10_7679067_초등학교,details/detail_part_008.parquet
J10_7679068_초등학교,details/detail_part_008.parquet
J10_7679069_초등학교,details/detail_part_008.parquet
J10_7679070_초등학교,details/detail_part_008.parquet
J10_7679071_초등학교,details/detail_part_008.parquet
J10_7679072_초등학교,details/detail_part_008.parquet
J10_7679073_초등학교,details/detail_part_008.parquet
J10_7679074_초등학교,details/detail_part_008.parquet
J10_7679075_초등학교,details/detail_part_008.parquet
J10_7679076_초등학교,details/detail_part_008.parquet
J10_7679077_초등학교,details/detail_part_008.parquet
J10_7679078_초등학교,details/detail_part_008.parquet
J10_7679079_초등학교,details/detail_part_008.parquet
J10_7679080_초등학교,details/detail_part_008.parquet
J10_7679081_초등학교,details/detail_part_008.parquet
J10_7679082_초등학교,details/detail_part_008.parquet
J10_7679083_초등학교,details/detail_part_008.parquet
J10_7679084_초등학교,details/detail_part_008.parquet
J10_7679085_초등학교,details/detail_part_008.parquet
J10_7679086_초등학교,details/detail_part_008.parquet
J10_7679087_초등학교,details/detail_part_008.parquet
J10_7679088_초등학교,details/detail_part_008.parquet
J10_7679089_초등학교,details/detail_part_008.parquet
J10_7679090_초등학교,details/detail_part_008.parquet
J10_7679091_초등학교,details/detail_part_008.parquet
J10_7679092_초등학교,details/detail_part_008.parquet
J10_7679096_초등학교,details/detail_part_008.parquet
J10_7679097_초등학교,details/detail_part_008.parquet
J10_7679099_초등학교,details/detail_part_008.parquet
J10_7679100_중학교,details/detail_part_009.parquet
J10_7679101_중학교,details/detail_part_009.parquet
J10_7679102_중학교,details/detail_part_009.parquet
J10_7679103_중학교,details/detail_part_009.parquet
J10_7679104_중학교,details/detail_part_009.parquet
J10_7679105_중학교,details/detail_part_009.parquet
J10_7679106_중학교,details/detail_part_009.parquet
J10_7679107_중학교,details/detail_part_009.parquet
J10_7679108_중학교,details/detail_part_009.parquet
J10_7679109_중학교,details/detail_part_009.parquet
J10_7679110_중학교,details/detail_part_009.parquet
J10_7679111_중학교,details/detail_part_009.parquet
J10_7679112_중학교,details/detail_part_009.parquet
J10_7679113_중학교,details/detail_part_009.parquet
J10_7679114_중학교,details/detail_part_009.parquet
J10_7679115_중학교,details/detail_part_009.parquet
J10_7679116_중학교,details/detail_part_009.parquet
J10_7679117_중학교,details/detail_part_009.parquet
J10_7679118_중학교,details/detail_part_009.parquet
J10_7679119_중학교,details/detail_part_009.parquet
J10_7679120_중학교,details/detail_part_009.parquet
J10_7679121_중학교,details/detail_part_009.parquet
J10_7679122_중학교,details/detail_part_009.parquet
J10_7679123_중학교,details/detail_part_009.parquet
J10_7679124_중학교,details/detail_part_009.parquet
J10_7679125_중학교,details/detail_part_009.parquet
J10_7679126_중학교,details/detail_part_009.parquet
J10_7679127_중학교,details/detail_part_009.parquet
J10_7679128_중학교,details/detail_part_009.parquet
J10_7679129_중학교,details/detail_part_009.parquet
J10_7679130_중학교,details/detail_part_009.parquet
J10_7679131_중학교,details/detail_part_009.parquet
J10_7679132_중학교,details/detail_part_009.parquet
J10_7679133_중학교,details/detail_part_009.parquet
J10_7679134_중학교,details/detail_part_009.parquet
J10_7679220_중학교,details/detail_part_009.parquet
J10_7679280_초등학교,details/detail_part_009.parquet
J10_7679281_초등학교,details/detail_part_009.parquet
J10_7679282_초등학교,details/detail_part_009.parquet
J10_7679283_초등학교,details/detail_part_009.parquet
J10_7679284_중학교,details/detail_part_009.parquet
J10_7679285_중학교,details/detail_part_009.parquet
J10_7679295_중학교,details/detail_part_009.parquet
J10_7679304_초등학교,details/detail_part_009.parquet
J10_7679321_초등학교,details/detail_part_009.parquet
J10_7679328_중학교,details/detail_part_009.parquet
J10_7679329_중학교,details/detail_part_009.parquet
J10_7679330_중학교,details/detail_part_009.parquet
J10_7679331_중학교,details/detail_part_009.parquet
J10_7679332_초등학교,details/detail_part_009.parquet
J10_7679333_초등학교,details/detail_part_009.parquet
J10_7679334_초등학교,details/detail_part_009.parquet
J10_7679335_초등학교,details/detail_part_009.parquet
J10_7679336_초등학교,details/detail_part_009.parquet
J10_7679337_초등학교,details/detail_part_009.parquet
J10_7679338_초등학교,details/detail_part_009.parquet
J10_7679339_초등학교,details/detail_part_009.parquet
J10_7679341_초등학교,details/detail_part_009.parquet
J10_7679365_중학교,details/detail_part_009.parquet
J10_7679366_초등학교,details/detail_part_009.parquet
J10_7679367_초등학교,details/detail_part_009.parquet
J10_7679368_초등학교,details/detail_part_009.parquet
J10_7679369_초등학교,details/detail_part_009.parquet
J10_7679378_초등학교,details/detail_part_009.parquet
J10_7679380_초등학교,details/detail_part_009.parquet
J10_7679386_초등학교,details/detail_part_009.parquet
J10_7679387_초등학교,details/detail_part_009.parquet
J10_7679395_초등학교,details/detail_part_009.parquet
J10_7679396_초등학교,details/detail_part_009.parquet
J10_7679397_초등학교,details/detail_part_009.parquet
J10_7679398_초등학교,details/detail_part_009.parquet
J10_7679399_중학교,details/detail_part_009.parquet
J10_7679400_중학교,details/detail_part_009.parquet
J10_7679401_중학교,details/detail_part_009.parquet
J10_7679405_초등학교,details/detail_part_009.parquet
J10_7679409_중학교,details/detail_part_009.parquet
J10_7679419_초등학교,details/detail_part_009.parquet
J10_7679420_초등학교,details/detail_part_009.parquet
J10_7679421_초등학교,details/detail_part_009.parquet
J10_7679422_중학교,details/detail_part_009.parquet
J10_7679423_중학교,details/detail_part_009.parquet
J10_7679430_초등학교,details/detail_part_009.parquet
J10_7679434_초등학교,details/detail_part_009.parquet
J10_7679440_초등학교,details/detail_part_009.parquet
J10_7679441_초등학교,details/detail_part_009.parquet
J10_7679442_중학교,details/detail_part_009.parquet
J10_7679453_초등학교,details/detail_part_009.parquet
J10_7679464_초등학교,details/detail_part_009.parquet
J10_7679465_초등학교,details/detail_part_009.parquet
J10_7679466_초등학교,details/detail_part_009.parquet
